,hospitalid,drugname,routeadmin,count
7113,248,FOLIC ACID 1 MG PO TABS,Oral,121
7114,71,VITAMINS/MINERALS PO TABS,PO,121
7115,310,NICODERM CQ,Transdermal,121
7116,71,ATORVASTATIN CALCIUM 40 MG PO TABS,PO,121
7117,183,labetalol,MISC,121
7118,155,CALCIUM GLUCONATE 1 GRAM/D5W 50ML,IVPB,121
7119,206,"NSS 0.9% 1,000 mL bolus infusion",IVPB,121
7120,253,3 ML VIAL : INSULIN REGULAR HUMAN 100 UNIT/ML IJ SOLN,Intravenous,121
7121,68,30 ML CUP : ALUM & MAG HYDROXIDE-SIMETH 200-200-20 MG/5ML PO SUSP,PO,121
7122,202,INFUVITE IV INJ 10ML,CENTRAL IV,121
7123,420,VANCOMYCIN 1.5 G/500 ML NS,ZPYXVEND,121
7124,227,folic acid,Oral,120
7125,195,predniSONE,PO,120
7126,262,IPRATROPIUM-ALBUTEROL,INHL,120
7127,167,NALOXONE 0.4 MG/1 ML SDV INJ,IV Push,120
7128,282,MIDAZOLAM HCL,IV,120
7129,264,ATORVASTATIN,TUBE,120
7130,198,Haldol,IV,120
7131,252,FERROUS SULFATE 325 (65 FE) MG PO TABS,Oral,120
7132,141,MILK OF MAGNESIA,PO,120
7133,144,TORADOL,IV,120
7134,275,DIPHENHYDRAMINE HCL,PO,120
7135,195,Xanax,PO,120
7136,71,AMIODARONE HCL 200 MG PO TABS,PO,120
7137,167,PANTOPRAZOLE 40 MG INJ,IV,120
7138,422,LISINOPRIL,PO,120
7139,253,MAGNESIUM SULF 2 G IN D5W 50ML PREMIX,Intravenous,120
7140,412,POTASSIUM CHLORIDE  20 MEQ ORAL PACK,Oral,120
7141,58,1 ML  -  LORAZEPAM 2 MG/ML IJ SOLN,IV,120
7142,165,MORPHINE 2 MG/1 ML 1 ML SYR,IV,120
7143,459,DOCUSATE SODIUM,ORAL/TUBE,120
7144,268,METOPROLOL TARTRATE 50 MG PO TABS,PO,120
7145,443,CALCIUM CARBONATE ANTACID 500 MG PO CHEW,PO,120
7146,345,LANOXIN,IV,120
7147,307,"HEPARIN (PORCINE) 1,000 UNIT/ML INJECTION : 10 ML VIAL",IV,120
7148,59,3 ML VIAL : INSULIN REGULAR HUMAN 100 UNIT/ML IJ SOLN,SC,120
7149,66,5 ML  -  METOPROLOL TARTRATE 1 MG/ML IV SOLN,IV,120
7150,328,PROTONIX,IV,120
7151,183,atropine,MISC,120
7152,152,SODIUM BICARBONATE 8.4% (ADULT) SYR,IV Push,120
7153,345,LEVAQUIN,Oral,120
7154,345,PERCOCET,Oral,120
7155,253,POTASSIUM CHLORIDE 20 MEQ PO PACK,Oral,120
7156,360,MIDAZOLAM HCL,.ROUTE,120
7157,424,ONDANSETRON,ZPYXVEND,120
7158,424,levothyroxine,ORAL,120
7159,249,0.4 ML SYRINGE : ENOXAPARIN SODIUM 40 MG/0.4ML SC SOLN,Subcutaneous,119
7160,253,4 ML SYRINGE : LABETALOL HCL 5 MG/ML IV SOLN,Intravenous,119
7161,365,ALPRAZOLAM,ORAL,119
7162,180,Levaquin,IVPB,119
7163,249,150 ML FLEX CONT : LEVOFLOXACIN IN D5W 5 MG/ML IV SOLN,Intravenous,119
7164,253,150 ML FLEX CONT : LEVOFLOXACIN IN D5W 5 MG/ML IV SOLN,Intravenous,119
7165,252,CEFEPIME HCL 2 G IJ SOLR,Intravenous,119
7166,310,BUMINATE,IV,119
7167,259,PROPOFOL 1000 MG/100 ML (PMX),IV,119
7168,154,PANTOPRAZOLE 40 MG in 100 mL NS,IV,119
7169,143,ZESTRIL,PO,119
7170,459,PANTOPRAZOLE,INTRAVEN,119
7171,275,FUROSEMIDE,PO,119
7172,69,2 ML  -  FUROSEMIDE 10 MG/ML IJ SOLN,IV,119
7173,143,DEXTROSE 50% ABBOJECT,IV,119
7174,224,1 ml vial : heparin sodium (porcine) 5000 unit/ml ij soln,IV,119
7175,146,NORCO 5/325 TAB,PO,119
7176,148,SODIUM CHLORIDE 0.9% 50 ML PB,IVPB,119
7177,66,30 ML  -  LACTULOSE 10 GM/15ML PO SOLN,PO,119
7178,66,5 ML VIAL : DILTIAZEM HCL 25 MG/5ML IV SOLN,IV,119
7179,68,50 ML FLEX CONT : MAGNESIUM SULFATE 4% IJ SOLN,IV,119
7180,73,TRAZODONE HCL 50 MG PO TABS,PO,119
7181,197,clopidogrel,PO,119
7182,66,ZOLPIDEM TARTRATE 5 MG PO TABS,PO,119
7183,282,LEVOTHYROXINE SODIUM,PO,119
7184,280,AMLODIPINE BESYLATE 10 MG PO TABS,PO,119
7185,443,METOPROLOL SUCCINATE ER 25 MG PO TB24,PO,119
7186,176,AMIODARONE 150 MG in 100 mL D5W,IVPB,119
7187,157,SODium PHOSphate 30 MMOL/250ML NS,IVPB,119
7188,310,ANCEF,IV,119
7189,157,MIDAZOLAM 1 MG/1 ML 2ML MDV INJ,IV Sedation,118
7190,248,DIAZEPAM 5 MG PO TABS,Oral,118
7191,143,LOPRESSOR,IV,118
7192,259,predniSONE,Oral,118
7193,110,PREDNISONE 20 MG TABLET,Oral,118
7194,310,XANAX,Oral,118
7195,272,NALOXONE HCL,IV,118
7196,183,traMADol,PO,118
7197,176,diphenhydrAMINE 50 MG/1 ML 1 ML INJ,IV,118
7198,196,nitroglycerin,SL,118
7199,360,METHYLPREDNISOLONE SOD SUCC,IV,118
7200,300,VANCOCIN,Oral,118
7201,273,WARFARIN SODIUM 5 MG PO TABS,PO,118
7202,141,KAYEXALATE,PO,118
7203,176,PHENYLEPHRINE 40 MG in 250 mL NS,IVPB,118
7204,142,CARDIZEM,IV,118
7205,63,LEVETIRACETAM 500 MG PO TABS,PO,118
7206,68,POLYETHYLENE GLYCOL 3350 PO PACK,PO,118
7207,422,DOCUSATE SODIUM,PO,118
7208,144,APRESOLINE,PO,118
7209,248,AMLODIPINE BESYLATE 5 MG PO TABS,Oral,118
7210,171,VANCOmycin 1 GM in NS 250 mL IVPB,IVPB,118
7211,154,traMADol 50 MG TAB,PO,118
7212,279,LORAZEPAM,PO,118
7213,154,LORazepam 1 MG TAB,PO,118
7214,283,LORAZEPAM 1 MG PO TABS,PO,118
7215,412,FUROSEMIDE 20 MG/2ML INJ SOLN,IV,118
7216,337,ZOSYN,IV,118
7217,345,CARDIZEM,IV,118
7218,68,3 ML VIAL : INSULIN REGULAR HUMAN 100 UNIT/ML IJ SOLN,SC,118
7219,245,ALPRAZOLAM 0.5 MG PO TABS,PO,118
7220,243,LEVOFLOXACIN 750 MG PO TABS,PO,118
7221,195,clopidogrel,PO,118
7222,424,"HEPARIN 5,000 UNIT/ML",SUBCUTAN,118
7223,71,WARFARIN - PHYSICIAN MONITORED,PO,118
7224,283,METFORMIN HCL 500 MG PO TABS,PO,118
7225,312,NITROSTAT,Sublingual,118
7226,331,ePHEDrine,DEVICE,118
7227,364,ACETAMINOPHEN 325 MG RECTAL SUPPOSITORY,Rect,118
7228,423,Sodium Chloride 0.9%,Flush,117
7229,277,ASPIRIN 300 MG RE SUPP,RE,117
7230,262,POTASSIUM CHLORIDE,ORAL,117
7231,171,SODIUM CHLORIDE 0.45% 1000 ML LVP,IV,117
7232,183,Levaquin,IVPB,117
7233,443,LEVOFLOXACIN IN D5W 500 MG/100ML IV SOLN,IV,117
7234,92,ATORVASTATIN,PO,117
7235,272,IBUPROFEN,PO,117
7236,444,ALBUMIN HUMAN 25%,IV,117
7237,458,SIMVASTATIN,ORAL,117
7238,336,CARDIZEM,IV,117
7239,419,LORazepam,PO,117
7240,195,warfarin,PO,117
7241,148,NITROGLYCERIN 50 mg in D5W 250 mL R,IVPB,117
7242,143,TORADOL,IV,117
7243,282,CALCIUM CARBONATE,PO,117
7244,279,HYDRALAZINE HCL,IV,117
7245,282,DIPHENHYDRAMINE HCL,PO,117
7246,66,3 ML SYRINGE CUSTOM NDC : ANTICOAGULANT SODIUM CITRATE 4 % VI SOLN,IK,117
7247,157,diphenhydrAMINE 25 MG CAP,PO,117
7248,269,BISACODYL 10 MG RE SUPP,RE,117
7249,277,LISINOPRIL 10 MG PO TABS,PO,117
7250,280,AMIODARONE HCL 200 MG PO TABS,PO,117
7251,271,Propofol 10 MG/ML Inj 10 MG/ML VIAL,IV,117
7252,337,POTASSIUM PHOSPHATE DIBASIC 3 MMOLE/ML IV : 15 ML VIAL,IV,117
7253,226,oxyCODONE-acetaminophen,Oral,117
7254,249,POLYETHYLENE GLYCOL 3350 PO PACK,Oral,117
7255,443,ATORVASTATIN CALCIUM 10 MG PO TABS,PO,117
7256,148,ceFAZolin 2 Gm in NS 100 mL IVPB,IV,117
7257,184,succinylcholine,MISC,117
7258,312,NITROGLYCERIN,DEVICE,117
7259,69,30 ML CUP : ALUM & MAG HYDROXIDE-SIMETH 200-200-20 MG/5ML PO SUSP,PO,117
7260,59,1000 ML  -  KCL IN DEXTROSE-NACL 20-5-0.45 MEQ/L-%-% IV SOLN,IV,117
7261,92,ALBUTEROL NEB 2.5 MG/3 ML,INH,116
7262,157,THIAMINE 100 MG TAB,PO,116
7263,258,METOPROLOL,IV,116
7264,310,BENADRYL,IV,116
7265,108,LISINOPRIL,PO,116
7266,140,MORPHINE SULFATE,IV,116
7267,279,MORPHINE SULFATE,IV,116
7268,152,CARVEdilol 3.125 MG TAB,PO,116
7269,443,WARFARIN SODIUM 2.5 MG PO TABS,PO,116
7270,140,Coumadin,PO,116
7271,198,warfarin,PO,116
7272,167,AMIODARONE 900 MG in 500 mL D5W,IV,116
7273,146,NITROGLYCERIN 50 mg in D5W 250 mL R,IV,116
7274,254,DEXTROSE 50%-WATER,IV,116
7275,245,POLYETHYLENE GLYCOL 3350 PO PACK,PO,116
7276,248,METOPROLOL TARTRATE 50 MG PO TABS,Oral,116
7277,272,ALPRAZOLAM,PO,116
7278,154,AMIODARONE 200 MG TAB,PO,116
7279,248,LISINOPRIL 10 MG PO TABS,Oral,116
7280,282,METOPROLOL SUCCINATE,PO,116
7281,279,PREDNISONE,PO,116
7282,79,MORPHINE INJ,IVP,116
7283,251,ALBUTEROL SULFATE (2.5 MG/3ML) 0.083% IN NEBU,Nebulization,116
7284,171,ONDANSETRON 2 MG/1 ML 2ML SDV INJ,IV,116
7285,167,CALCIUM CARBONATE 500 MG CHEW TAB,PO,116
7286,283,CLONIDINE HCL 0.1 MG PO TABS,PO,116
7287,73,METOPROLOL TARTRATE 50 MG PO TABS,PER NG TUBE,116
7288,131,INSULIN DETEMIR 100 UNIT/ML SUB-Q 10 ML VIAL,SubQ,116
7289,63,10 ML  -  HEPARIN SODIUM (PORCINE) 1000 UNIT/ML IJ SOLN,DIALYSIS,116
7290,71,WARFARIN SODIUM 1 MG PO TABS,PO,116
7291,66,POLYETHYLENE GLYCOL 3350 PO PACK,PO,116
7292,59,SENNOSIDES-DOCUSATE SODIUM 8.6-50 MG PO TABS,PO,116
7293,331,TOPROL XL,Oral,116
7294,181,furosemide,MISC,116
7295,69,10 ML CUP : MAGNESIUM HYDROXIDE 2400 MG/10ML PO SUSP,PO,116
7296,165,LEVOFLOXACIN 500mg in D5W 100mL RT,IVPB,115
7297,259,BISACODYL,RTL,115
7298,275,LEVOTHYROXINE SODIUM,PO,115
7299,328,ZOSYN,IV,115
7300,266,POTASSIUM CHLORIDE,TUBE,115
7301,310,KAYCIEL,NG Tube,115
7302,165,FOLIC ACID 1 MG TAB,PO,115
7303,146,PHENYLEPHRINE 40 MG in 250 mL NS,IVPB,115
7304,180,Levemir,Subcut,115
7305,152,VANCOmycin 1 GM in NS 250 mL IVPB,IVPB,115
7306,449,GABAPENTIN 100 MG PO CAPS,Oral,115
7307,92,DEXTROSE 50% INJ,IVP,115
7308,449,LIDOCAINE HCL 1 % INJ SOLN,Endotracheal,115
7309,310,ATIVAN,Oral,115
7310,443,WARFARIN SODIUM 2 MG PO TABS,PO,115
7311,424,INSULIN GLARGINE,SUBCUTAN,115
7312,144,CARDIZEM,IV,115
7313,272,MORPHINE SULFATE,IVP,115
7314,300,LOPRESSOR,NG Tube,115
7315,281,CALCIUM CARBONATE,PO,115
7316,272,METOPROLOL SUCCINATE,PO,115
7317,69,1 ML  -  DIPHENHYDRAMINE HCL 50 MG/ML IJ SOLN,IV,115
7318,412,DEXTROSE 40 % ORAL GEL,Oral,115
7319,158,fentaNYL (PF) 50 MCG/1 ML 2 ML INJ,IV Push,115
7320,269,3 ML PLAS CONT: ALBUTEROL SULFATE (2.5 MG/3ML) 0.083% IN NEBU,NEBULIZATION,115
7321,300,MIRALAX,NG Tube,115
7322,195,Benadryl,PO,115
7323,59,VANCOMYCIN 1.25 GM IN NS 250 ML IVPB (REPACKAGE),IV,115
7324,66,1 EACH VIAL : CEFTRIAXONE SODIUM 1 G IJ SOLR,IV,115
7325,245,30 ML CUP : ALUM & MAG HYDROXIDE-SIMETH 200-200-20 MG/5ML PO SUSP,PO,115
7326,280,ZOLPIDEM TARTRATE 5 MG PO TABS,PO,115
7327,184,glycopyrrolate,IV,115
7328,152,cefTRIAXone 1 GRAM in NS 50 mL IVPB,IVPB,115
7329,443,DIGOXIN 125 MCG PO TABS,PO,115
7330,283,ATORVASTATIN CALCIUM 80 MG PO TABS,PO,115
7331,282,HEPARIN SOD (PORCINE),.ROUTE,115
7332,420,ASPIRIN,ZPYXVEND,115
7333,206,vancomycin in D5W (VANCOCIN) ivpb 1 g,IV,114
7334,307,"KLOR-CON,K-TAB",Oral,114
7335,202,potassium CHLORide liquid 40 mEq,NGT,114
7336,92,PREDNISONE,PO,114
7337,301,SODIUM CHLORIDE 0.9% 1000 ML,IVPB,114
7338,176,SODIUM CHLORIDE 0.9% 250 ML PB,IV,114
7339,165,FUROSEMIDE 10 MG/1 ML 2ML SDV INJ,IV,114
7340,256,furosemide,Intravenous,114
7341,146,MIDAZOLAM (PF) 1 MG/1 ML 2 ML INJ,IV Push,114
7342,421,LACTULOSE,PO,114
7343,459,DIPHENHYDRAMINE HCL,INTRAVEN,114
7344,283,METOPROLOL SUCCINATE ER 50 MG PO TB24,PO,114
7345,259,PANTOPRAZOLE,ORAL,114
7346,227,PANTOPRAZOLE,PO,114
7347,155,NOREPINEPHRINE 8 MG in 250mL NS,IVPB,114
7348,110,PANTOPRAZOLE 40 MG INTRAVENOUS SOLUTION,IV,114
7349,196,metoPROLOL,PO,114
7350,338,PEPCID,NG Tube,114
7351,459,FAMOTIDINE,ORAL,114
7352,63,TICAGRELOR 90 MG PO TABS,PO,114
7353,275,ACETAMINOPHEN 10 MG/ML 100 ML VIAL,IV,114
7354,198,heparin,IV,114
7355,412,GLUCAGON (HUMAN RECOMBINANT) 1 MG INJ RECON SOLN,IM,114
7356,273,3 ML PLAS CONT: ALBUTEROL SULFATE (2.5 MG/3ML) 0.083% IN NEBU,NEBULIZATION,114
7357,154,amLODIPine 5 MG TAB,PO,114
7358,71,.5 ML VIAL : PNEUMOCOCCAL VAC POLYVALENT 25 MCG/0.5ML IJ INJ,IM,114
7359,167,DIGOXIN 0.25 MG/1 ML 2 ML INJ,IV Push,114
7360,71,AMLODIPINE BESYLATE 5 MG PO TABS,PO,114
7361,180,REGULAR insulin,MISC,114
7362,182,fentaNYL,MISC,114
7363,300,ROXICODONE,NG Tube,114
7364,181,neostigmine,MISC,114
7365,61,POTASSIUM CHLORIDE 20 MEQ PO PACK,PER NG TUBE,114
7366,59,4 ML  -  LABETALOL HCL 5 MG/ML IV SOLN,IV,114
7367,419,HYDROmorphone,.ROUTE,114
7368,66,500 ML  -  HEPARIN (PORCINE) IN D5W 50-5 UNIT/ML-% IV SOLN,IV,114
7369,63,DEXMEDETOMIDINE HCL IN NACL 400 MCG/100ML IV SOLN,IV,114
7370,226,hydrALAZINE,Oral,114
7371,226,LORazepam,Sublingual,114
7372,131,POTASSIUM CHLORIDE 40 MEQ/100 ML IV PIGGY BACK 100 ML BAG,IV,113
7373,449,NITROGLYCERIN IN D5W 200-5 MCG/ML-% IV SOLN,Intravenous,113
7374,264,DIGOXIN,IV,113
7375,227,digoxin,IntraVENOUS,113
7376,250,ALBUTEROL SULFATE (2.5 MG/3ML) 0.083% IN NEBU,Nebulization,113
7377,277,FOLIC ACID 1 MG PO TABS,PO,113
7378,336,NORMODYNE;TRANDATE,IV,113
7379,259,METOPROLOL,IV,113
7380,449,METRONIDAZOLE 500 MG PO TABS,Oral,113
7381,184,Flagyl,IVPB,113
7382,443,LEVOFLOXACIN 750 MG PO TABS,PO,113
7383,181,gabapentin,PO,113
7384,171,DEXT 5% IN WATER 1000 ML LVP,IV,113
7385,108,HYDROMORPHONE INJ,IVP,113
7386,197,Lovenox,Subcutan,113
7387,449,LORAZEPAM 0.5 MG PO TABS,Oral,113
7388,364,PANTOPRAZOLE 40 MG INTRAVENOUS SOLUTION,IV,113
7389,157,METOPROLOL TARTRATE 50 MG TAB,PO,113
7390,146,methylPREDNISolone 125 MG INJ,IV,113
7391,248,LISINOPRIL 5 MG PO TABS,Oral,113
7392,143,COREG,PO,113
7393,281,DIAZEPAM,IV,113
7394,63,10 ML  -  HEPARIN SODIUM (PORCINE) 1000 UNIT/ML IJ SOLN,IK,113
7395,61,50 ML SYRINGE : DEXTROSE 50 % IV SOLN,IV,113
7396,59,20 ML  -  LIDOCAINE HCL 1 % IJ SOLN,SC,113
7397,158,MORPHINE 2 MG/1 ML 1 ML SYR,IV Push,113
7398,244,METHYLPREDNISOLONE SODIUM SUCC 40 MG IJ SOLR,IV,113
7399,68,2 ML  -  METOCLOPRAMIDE HCL 5 MG/ML IJ SOLN,IV,113
7400,269,METOPROLOL TARTRATE 50 MG PO TABS,PO,113
7401,283,HYDRALAZINE HCL 50 MG PO TABS,PO,113
7402,63,0.5 ML - INFLUENZA VAC SPLIT QUAD 0.5 ML IM SUSP,IM,113
7403,182,Dulcolax Laxative,Rectal,113
7404,283,NITROGLYCERIN 0.4 MG SL SUBL,SL,113
7405,197,traMADol,PO,113
7406,206,polyethylene glycol 3350 (MIRALAX) oral powder 17 g,PO,113
7407,68,CLOPIDOGREL BISULFATE 75 MG PO TABS,PO,113
7408,227,lidocaine,Transdermal,113
7409,283,TIOTROPIUM BROMIDE MONOHYDRATE 18 MCG IN CAPS,IN,113
7410,184,phenylephrine,MISC,113
7411,422,DILTIAZEM HCL,IV,113
7412,157,DIGOXIN 0.25 MG/1 ML 2 ML INJ,IV Push,113
7413,307,AMBIEN,Oral,113
7414,443,TRAZODONE HCL 50 MG PO TABS,PO,113
7415,310,NEXTERONE,IV,113
7416,259,morphine,Intravenous,113
7417,66,2 ML VIAL : MIDAZOLAM HCL 2 MG/2ML IJ SOLN,IV,113
7418,59,MEPERIDINE RANGE INJ,IV,113
7419,108,INSULIN GLARGINE,SUB-Q,112
7420,259,albuterol,Inhalation,112
7421,303,SUBLIMAZE,IV,112
7422,199,fentaNYL inj 50 mcg,IV,112
7423,259,PREDNISONE,ORAL,112
7424,458,PREDNISONE 20 MG TABLET,Oral,112
7425,165,SODIUM CHLORIDE 0.9% 50 ML PB,IVPB,112
7426,227,oxyCODONE,Oral,112
7427,92,METOPROLOL INJ,IV,112
7428,199,METOPROLOL TARTRATE 25 MG PO TABS,PO,112
7429,146,FUROSEMIDE 20 MG TAB,PO,112
7430,300,CATAPRES,Oral,112
7431,328,PRINIVIL,Oral,112
7432,165,CHLORHEXIDINE GLUCONATE UD LIQ 15ML,Swish,112
7433,58,50 ML SYRINGE : DEXTROSE 50 % IV SOLN,IV,112
7434,443,SODIUM CHLORIDE 0.9 % IJ SOLN,IV,112
7435,252,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,Oral,112
7436,269,AMIODARONE HCL 200 MG PO TABS,PO,112
7437,253,ATORVASTATIN CALCIUM 40 MG PO TABS,Oral,112
7438,226,HYDROmorphone,Intravenous,112
7439,56,PANTOPRAZOLE SODIUM 40 MG PO TBEC,PO,112
7440,155,SODium PHOSphate 30 MMOL/250ML NS,IVPB,112
7441,424,folic acid,ORAL,112
7442,271,Sodium Chloride 0.9%,IV,112
7443,281,LIDOCAINE HCL 2%,.ROUTE,112
7444,420,ALBUTEROL 90 MCG,ZPYXVEND,112
7445,449,AMIODARONE HCL 200 MG PO TABS,Oral,112
7446,144,Coumadin,PO,111
7447,182,Glucose Gel,PO,111
7448,148,THIAMINE 100 MG TAB,PO,111
7449,143,LASIX,PO,111
7450,300,BUMEX,IV,111
7451,264,HALOPERIDOL,SC,111
7452,141,CARDIZEM,PO,111
7453,281,LORAZEPAM,IM,111
7454,154,SODIUM CHLORIDE 0.9% 250 ML PB,IV,111
7455,141,VERSED,IV,111
7456,459,DIPHENHYDRAMINE HCL,ORAL,111
7457,148,MIDAZOLAM 100 MG in 100 ML NS,IV,111
7458,165,NOREPINEPHRINE 8 MG in 250mL NS,IV,111
7459,251,OMEPRAZOLE 20 MG PO CAP-DEL-REL,Oral,111
7460,176,FUROSEMIDE 10 MG/1 ML 4ML SDV INJ,IV,111
7461,271,DIAZEPAM,PO,111
7462,307,COZAAR,Oral,111
7463,157,GABAPENTIN 300 MG CAP,PO,111
7464,365,FAMOTIDINE,ORAL,111
7465,108,MORPHINE INJ,IVP,111
7466,176,METOPROLOL 1 MG/ML 5ML SDV INJ,IV,111
7467,175,ZOSYN 3.375 GRAM in NS 100 mL IVPB,IVPB,111
7468,252,SIMVASTATIN 20 MG PO TABS,Oral,111
7469,184,ePHEDrine,IV,111
7470,68,10 ML CUP : MAGNESIUM HYDROXIDE 2400 MG/10ML PO SUSP,PO,111
7471,183,furosemide,IV,111
7472,245,VANCOMYCIN HCL 10 G IV SOLR,IV,111
7473,277,10 ML VIAL: INFUVITE IV INJ,IV,111
7474,197,folic acid,PO,111
7475,176,DIGOXIN 0.25 MG/1 ML 2 ML INJ,IV Push,111
7476,181,albuterol,MISC,111
7477,158,MAGNESIUM SULFATE 2 GM/50 ML IVPB,IVPB,111
7478,202,amiodarone (CORDARONE) 150 mg in d5w 100mL BOLUS,CENTRAL IV,111
7479,248,10 ML VIAL : HEPARIN SODIUM (PORCINE) 1000 UNIT/ML IJ SOLN,Irrigation,111
7480,413,NOREPINEPHRINE BITARTRATE 1 MG/ML IV SOLN,IV,111
7481,282,GLYCOPYRROLATE,.ROUTE,111
7482,336,"PROVENTIL,VENTOLIN",Inhalation,110
7483,449,MIDODRINE HCL 5 MG PO TABS,Oral,110
7484,331,TORADOL,IV,110
7485,181,dexamethasone,IV,110
7486,195,traMADol,PO,110
7487,262,ENOXAPARIN,SQ,110
7488,259,heparin (porcine),Intravenous,110
7489,148,VASOPRESSIN 60 UNITS in 100 mL NS,IVPB,110
7490,328,PEPCID,IV,110
7491,243,ALLOPURINOL 100 MG PO TABS,PO,110
7492,422,FUROSEMIDE,PO,110
7493,175,FUROSEMIDE 10 MG/1 ML 2ML SDV INJ,IV Push,110
7494,336,NEURONTIN,Oral,110
7495,195,carvedilol,PO,110
7496,67,250 ML  -  SODIUM CHLORIDE 0.9 % IV SOLN,IV,110
7497,66,DIPHENHYDRAMINE HCL 25 MG PO CAPS,PO,110
7498,69,MAGNESIUM SULFATE 2 G IN NS PREMIX,IV,110
7499,336,APRESOLINE,Oral,110
7500,184,Sodium Chloride 0.9%,IV,110
7501,66,ACETAMINOPHEN 500 MG PO TABS,PO,110
7502,59,1 EACH VIAL : CEFEPIME HCL 1 GM IJ SOLR,IV,110
7503,58,ENOXAPARIN SODIUM 40 MG/0.4ML SC SOLN,SC,110
7504,253,OMEPRAZOLE 20 MG PO CAP-DEL-REL,Oral,110
7505,183,diphenhydrAMINE,MISC,110
7506,73,MIDODRINE HCL 5 MG PO TABS,PER NG TUBE,110
7507,202,cefTRIAXone in D5W (ROCEPHIN) ivpb 1 g,IVPB,110
7508,312,ATROPINE 0.1 MG/ML SYRINGE : 10 ML SYRINGE,IV,110
7509,71,1 ML VIAL : DEXAMETHASONE SODIUM PHOSPHATE 4 MG/ML IJ SOLN,IV,110
7510,165,PNU-IMMUNE-23  25 MCG/0.5 ML INJ,IM,110
7511,420,CEFEPIME,ZPYXVEND,110
7512,310,NITROSTAT,Sublingual,110
7513,303,NARCAN,IV,110
7514,143,SYNTHROID,PO,109
7515,198,pantoprazole,IV,109
7516,183,albuterol,INH,109
7517,259,DOCUSATE SODIUM,NG,109
7518,140,MEDROL,PO,109
7519,365,PREDNISONE,ORAL,109
7520,152,SODIUM CHLORIDE 0.9% 250 ML PB,IV,109
7521,184,Decadron,IV,109
7522,256,acetaminophen,Oral,109
7523,303,DUONEB,Inhalation,109
7524,227,AMIODARONE,IV,109
7525,184,cloNIDine,PO,109
7526,248,CEFTRIAXONE SODIUM 1 G IJ SOLR,Intravenous,109
7527,157,ALBUMIN 25% 100 ML INJ,IV,109
7528,244,FERROUS SULFATE 325 (65 FE) MG PO TABS,PO,109
7529,146,AMIODARONE 150 MG in 100 mL D5W,IV,109
7530,152,fentaNYL 1000 MCG IN 100 ML NS,IV,109
7531,254,CARVEDILOL,PO,109
7532,63,POLYETHYLENE GLYCOL 3350 PO PACK,PO,109
7533,158,potassium CHLORIDE 20 MEQ TR TAB,PO,109
7534,206,docusate sodium (COLACE) oral liquid 100 mg,PO,109
7535,195,ALPRAZolam,PO,109
7536,282,CLONIDINE HCL,PO,109
7537,155,FAMOTIDINE 20 MG TAB,PO,109
7538,202,LEVETIRACETAM 500 MG/5ML IV SOLN,IVPB,109
7539,458,FERROUS SULFATE,ORAL,109
7540,61,ACETAMINOPHEN 325 MG PO TABS,PO,109
7541,269,10 ML VIAL: INSULIN REGULAR HUMAN 100 UNIT/ML IJ SOLN,SC,109
7542,158,CALCIUM GLUCONATE 1 GRAM/D5W 50ML,IVPB,109
7543,66,VANCOMYCIN 1.5 GM IN NS 250 ML IVPB (REPACKAGE),IV,109
7544,443,LORAZEPAM 0.5 MG PO TABS,PO,109
7545,66,LORAZEPAM 0.5 MG PO TABS,PO,109
7546,144,KAYEXALATE,PO,109
7547,195,digoxin,IV,109
7548,268,POTASSIUM CHLORIDE 20 MEQ PO PACK,PO,109
7549,198,lisinopril,PO,109
7550,154,BISACODYL 5 MG EC TAB,PO,109
7551,167,INSULIN-REGULAR (HUMAN) *UNIT* INJ,IV Push,109
7552,141,COMPAZINE,PO,109
7553,252,100 ML GLASS CONT : IOPAMIDOL 61 % IV SOLN,Other,109
7554,300,HYDROmorphone,DEVICE,109
7555,148,ALTEPLASE 1 MG/2ML SYR,Catheter,109
7556,71,20 ML  -  POTASSIUM CHLORIDE 2 MEQ/ML IV SOLN,IV,109
7557,358,2 ML : METOCLOPRAMIDE HCL 5 MG/ML INJ SOLN,IM,109
7558,412,POTASSIUM CHLORIDE  20 MEQ ORAL SR PART/TAB,Oral,108
7559,277,TAMSULOSIN HCL 0.4 MG PO CAPS,PO,108
7560,146,predniSONE 20 MG TAB,PO,108
7561,143,NORMAL SALINE FLUSH,IV,108
7562,360,FUROSEMIDE INJ,IV,108
7563,279,LEVOFLOXACIN,PO,108
7564,226,VANCOMYCIN,IV,108
7565,206,MEROPENEM 1 G IV SOLR,IVPB,108
7566,179,SODIUM CHLORIDE 0.9% 1000 ML LVP,IV,108
7567,275,METOPROLOL SUCCINATE,PO,108
7568,445,ASPIRIN,PO,108
7569,199,metoprolol (LOPRESSOR) tab 25 mg,NGT,108
7570,422,CALCIUM CARBONATE,PO,108
7571,420,BUMETANIDE,ORAL,108
7572,142,CATAPRES,PO,108
7573,365,FAMOTIDINE,IV,108
7574,167,FAMOTIDINE 20 MG TAB,FT,108
7575,243,METOPROLOL SUCCINATE ER 50 MG PO TB24,PO,108
7576,194,MAGNESIUM SULFATE,IV,108
7577,281,NEOSTIGMINE METHYLSULFATE,INJ,108
7578,140,SODIUM CHLORIDE 0.9%,INH,108
