,drug,ndc,route,count
3242,Ciprofloxacin 0.3% Ophth Soln,61314065625,LEFT EAR,195
3243,DOXOrubicin,00069303420,IV,195
3244,Dornase alfa,50242010039,PL,195
3245,Heparin (Hemodialysis),67457038599,IV,195
3246,Hydrocortisone,00143125401,PO,195
3247,Levothyroxine Sodium,70860045110,IV,195
3248,Pamidronate,63323073410,IV,195
3249,irbesartan,68180041109,ORAL,195
3250,Finasteride,68084039901,PO,194
3251,Tamoxifen Citrate,00093078405,PO,194
3252,Aztreonam,51479004215,IV,193
3253,CARBOplatin,00703423901,IV,193
3254,CycloSPORINE (Sandimmune),00078010901,IV DRIP,193
3255,Fat Emulsion 20%,00338051909,IV,193
3256,Posaconazole,00085433101,IV,193
3257,Rifampin,00068050861,PO,193
3258,Ampicillin-Sulbactam,00641611610,IV,192
3259,PNEUMOcoccal 13-valent conjugate vaccine,00005197102,IM,192
3260,Bacitracin-Polymyxin Ointment,00168002131,TP,191
3261,Furosemide-Heart Failure,00409610204,IV,191
3262,HYDROmorphone-HP,00409217205,IV DRIP,191
3263,Hydroxyurea,49884072401,PO,191
3264,Lidocaine,00338040903,IV,191
3265,Methotrexate Sodium P.F.,61703035038,IT,191
3266,Midodrine,68084024001,PO,191
3267,Mineral Oil,37205083143,PO,191
3268,Octreotide Acetate,00703332104,IV DRIP,191
3269,Pamidronate,00703407559,IV,191
3270,Propranolol,51079027920,PO,191
3271,Fluoxetine,00904578561,PO,190
3272,Montelukast,68084062001,PO,190
3273,Betaxolol Ophth Susp  0.25%,00065024610,BOTH EYES,189
3274,Cyanocobalamin,00517003125,SC,189
3275,Leucovorin Calcium,00703514501,IV,189
3276,Lisinopril,68180098001,PO/NG,189
3277,Lithium Carbonate CR (Eskalith),00054002025,PO,189
3278,Olanzapine,00002411633,PO,189
3279,Quetiapine Fumarate,00904628061,PO/NG,189
3280,ARIPiprazole,65162089903,PO/NG,188
3281,Aldesleukin,00078049561,IV,188
3282,ChlorproMAZINE,00641139735,IM,188
3283,Dorzolamide 2%/Timolol 0.5% Ophth.,24208048610,RIGHT EYE,188
3284,Ethacrynate Sodium,25010021027,IV,188
3285,Ethacrynic Acid,25010021515,PO/NG,188
3286,Fluconazole,00409468828,IV,188
3287,Nimodipine,23155010800,PO,188
3288,OxycoDONE (Immediate Release) ,66689040150,PO,188
3289,Propafenone HCl,00044502210,PO/NG,188
3290,Propranolol LA,68084050301,PO,188
3291,TRIAzolam,52959040250,PO,188
3292,Lactic Acid 12% Lotion,45802052555,TP,187
3293,Midazolam,00641606010,IV DRIP,187
3294,Misoprostol,00025145134,VG,187
3295,Pangestyme-EC,58177003106,PO,187
3296,Sacubitril-Valsartan (24mg-26mg),00078065935,PO,187
3297,Sulfameth/Trimethoprim SS,50268072815,PO,187
3298,Brimonidine Tartrate 0.15% Ophth.,61314014405,LEFT EYE,186
3299,Cyclosporine 0.05% Ophth Emulsion,00023916330,BOTH EYES,186
3300,Etoposide,00015309520,PB,186
3301,Foscarnet Sodium,00409386302,IV,186
3302,MetroNIDAZOLE,00904656861,PO/NG,186
3303,PlasmaLyte,00338022104,IV,186
3304,PredniSONE,00054472825,PO/NG,186
3305,Promethazine,00641092825,IM,186
3306,Venlafaxine,00008078102,PO,186
3307,FLUoxetine,00093610812,PO/NG,185
3308,Lacosamide,00131247735,PO,185
3309,NIFEdipine CR,49884067801,PO,185
3310,Sodium Chloride 0.9%  Flush,00338004904,IV,185
3311,Talc (Sterile),63256020005,PL,185
3312,benazepril,00078044805,ORAL,185
3313,Azathioprine,65649023141,PO/NG,184
3314,Buprenorphine-Naloxone Film (4mg-1mg),12496120403,SL,184
3315,Cyanocobalamin,00904421813,PO,184
3316,Hydrocortisone,00009001201,PO,184
3317,Aspirin,00904628889,PO,183
3318,Atorvastatin,68084009901,PO,183
3319,Bumetanide,00641600710,IV DRIP,183
3320,Doxepin HCl,51079043720,PO,183
3321,Octreotide Acetate,55390016110,IV,183
3322,Valsartan,00078035906,PO,183
3323,Aminocaproic Acid,49411005030,PO/NG,182
3324,Clindamycin 1% Solution,59762372802,TP,182
3325,Fentanyl Patch,00591319872,TD,182
3326,Fluocinonide 0.05% Ointment,51672126403,TP,182
3327,FoLIC Acid,63739053710,PO/NG,182
3328,Hydrocortisone Na Succ.,00009001104,IT,182
3329,Lidocaine,00074490334,IV,182
3330,Meropenem,42023019210,IV,182
3331,Methadone,00054355663,PO,182
3332,Moexipril,62175017737,PO,182
3333,leflunomide,60505250201,ORAL,182
3334,Adderall,00555097102,ORAL,181
3335,Amoxicillin-Clavulanic Acid,00029608031,PO/NG,181
3336,Gabapentin,00071201223,PO,181
3337,Ganciclovir,00004694003,IV,181
3338,Levothyroxine Sodium,00074662490,PO/NG,181
3339,Methylphenidate,00406112201,PO,181
3340,Sodium Chloride ,00517293025,IV,181
3341,Artificial Tear Ointment,00023031204,RIGHT EYE,180
3342,Atorvastatin,68084009801,PO,180
3343,Clindamycin,47781046570,IV,180
3344,Clotrimazole 1% Vaginal Cream,51672200306,VG,180
3345,Ibuprofen Suspension,50580060150,PO,180
3346,Insulin,00088250033,SC,180
3347,Loratadine,51079024620,PO,180
3348,Pramipexole,68462033390,PO/NG,180
3349,Doxycycline Hyclate,00904043004,PO,179
3350,HYDROcodone-Acetaminophen (5mg-325mg),50268040115,PO,179
3351,HydrOXYzine,00517420125,IM,179
3352,PHENObarbital,00904657561,PO/NG,179
3353,Paroxetine,68084004401,PO/NG,179
3354,Ziprasidone Hydrochloride,00049399041,PO/NG,179
3355,Ampicillin Sodium,63323038910,IV,178
3356,Benztropine Mesylate,76385010401,PO/NG,178
3357,Fluconazole,00172541360,PO,178
3358,Miconazole Nitrate (Combo Pack),00062543001,VG,178
3359,NiMODipine,24338020016,PO,178
3360,felbamate,00037043001,ORAL,178
3361,Bumetanide,55390050002,IV,177
3362,Dorzolamide 2%/Timolol 0.5% Ophth.,24208048610,LEFT EYE,177
3363,Fluoxetine,00093435693,PO,177
3364,LamoTRIgine,51079049920,PO/NG,177
3365,Lantus,00088222033,SC,177
3366,Multivitamins,50383068304,NG,177
3367,Nortriptyline,68084003101,PO,177
3368,RISperidone,00904597361,PO,177
3369,Testosterone 5mg Patch,52544047030,TD,177
3370,Ziprasidone Hydrochloride,00049397041,PO/NG,177
3371,CycloSPORINE (Sandimmune),00078024015,PO,176
3372,Dornase alfa,50242010040,INTRAPLEURAL,176
3373,Esmolol,10019005561,IV,176
3374,Lidocaine,00409490334,IV,176
3375,Propranolol,00904041161,PO,176
3376,Sumatriptan Succinate,00173044902,SC,176
3377,Venlafaxine,68084085601,PO/NG,176
3378,Alendronate Sodium,69543013120,PO,175
3379,Bumetanide,51079089320,PO,175
3380,Cisatracurium Besylate,00074438010,IV BOLUS,175
3381,Ranexa,67159011203,ORAL,175
3382,Cisatracurium Besylate,00074437805,IV,174
3383,Dextromethorphan-Guaifenesin (Sugar Free),37205071226,PO/NG,174
3384,Liothyronine Sodium,60793011501,PO/NG,174
3385,Mirapex,00597018390,ORAL,174
3386,Viokase-8,58914011110,PO,174
3387,Betamethasone Na. Phos/Acet,00085056605,IM,173
3388,BuPROPion,00173017855,PO,173
3389,Calcium Carbonate,00121476605,PO/NG,173
3390,Calcium Carbonate Suspension,10939011801,PO/NG,173
3391,DiphenhydrAMINE,00121048910,NG,173
3392,HYDROcodone-Acetaminophen (5mg-325mg),63739032610,PO,173
3393,Heparin,63323054011,LOCK,173
3394,Lactulose,50383077933,PO,173
3395,Lidocaine 2% P.f.,00409428201,SC,173
3396,Methotrexate Sodium,54569452500,PB,173
3397,Ziprasidone Hydrochloride,00049398041,PO/NG,173
3398,23.4% Sodium Chloride,00517293025,IV,172
3399,Bupivacaine 0.5%,00409116202,SC,172
3400,Chlordiazepoxide HCl,51079014120,PO,172
3401,Clopidogrel,63653133202,PO,172
3402,Diltiazem,00409117102,IV BOLUS,172
3403,Hydrocortisone Acetate Suppository,00574709012,PR,172
3404,Lorazepam,10019010210,IV DRIP,172
3405,Rufinamide,62856058230,PO/NG,172
3406,BuPROPion,00904612961,PO/NG,171
3407,Dorzolamide 2%/Timolol 0.5% Ophth.,50383023310,BOTH EYES,171
3408,HYDROmorphone-HP,00409263405,IV DRIP,171
3409,Lisinopril,00904580961,PO,171
3410,Potassium Chloride Replacement (Critical Care and Oncology) ,66758016013,NG,171
3411,QUEtiapine Fumarate,68084053301,PO/NG,171
3412,Trandolapril,00074227913,PO/NG,171
3413,Aprepitant,00006046106,PO,170
3414,Azithromycin,00904670806,PO/NG,170
3415,Carbamazepine (Extended-Release),00078051005,PO,170
3416,Clobazam,67386031001,PO/NG,170
3417,Eptifibatide,00085117701,IV,170
3418,Vimpat,00131247735,ORAL,170
3419,DOBUTamine,00409234402,IV DRIP,169
3420,Ethacrynic Acid,25010020515,PO/NG,169
3421,Metoclopramide,63739029310,PO/NG,169
3422,Paroxetine,00904567761,PO/NG,169
3423,Thiamine,54868248901,IV,169
3424,Amphetamine-Dextroamphetamine XR,66993059402,PO,168
3425,Brimonidine Tartrate 0.15% Ophth.,61314014405,RIGHT EYE,168
3426,Budesonide,65162077810,PO,168
3427,Divalproex (DELayed Release),62756079688,PO,168
3428,Ondansetron ODT,68462015811,PO/NG,168
3429,Phenytoin,00071000724,PO,168
3430,ARIPiprazole,59148000735,PO/NG,167
3431,ClonazePAM,00781556701,PO/NG,167
3432,Fluorouracil,63323011710,IV,167
3433,LaMIVudine,00173047100,PO,167
3434,Methyldopa,51079020020,PO/NG,167
3435,Plasma-Lyte A (pH 7.4),00338022104,FLUSH,167
3436,Potassium Chloride (Powder),00245004101,PO/NG,167
3437,pramipexole,00555061214,ORAL,167
3438,Ascorbic Acid (Liquid),00536016097,PO/NG,166
3439,Clevidipine,65293000550,IV DRIP,166
3440,Diazepam - CIWA protocol,00904588061,PO,166
3441,Lidocaine 2% P.f.,55150016072,SC,166
3442,Mesna,00703480501,IV,166
3443,Nafcillin Desensitization,00781312495,IV,166
3444,Pyridoxine,77333094010,PO/NG,166
3445,QUEtiapine Fumarate,00310027539,PO/NG,166
3446,Aztreonam,51479004901,IV,165
3447,Collagenase Ointment,00064501015,TP,165
3448,Desmopressin Nasal,24208034205,NAS,165
3449,Fexofenadine,66993010702,PO,165
3450,Hepatitis A Vaccine,58160082611,IM,165
3451,Naloxone,67457029202,IV DRIP,165
3452,Potassium Chloride Replacement (Critical Care and Oncology) ,00603155404,NG,165
3453,Sterile Diluent for Flolan,00173051801,IV DRIP,165
3454,Timolol Maleate 0.25%,24208033005,BOTH EYES,165
3455,Bismuth Subsalicylate Chewable,00603023516,PO,164
3456,ClonazePAM,00904610161,PO/NG,164
3457,Hydrochlorothiazide,00182055789,PO,164
3458,Hydrocortisone Cream 0.5%,00168008031,TP,164
3459,Miconazole Nitrate Vag Cream 2%,51672203506,VG,164
3460,Octreotide Acetate,63323036501,IV,164
3461,OxycoDONE Liquid,66689040150,PO,164
3462,Sodium Fluoride (Dental Gel),00126008802,TP,164
3463,Azithromycin ,00069315083,IV,163
3464,Basiliximab,00078033184,IV,163
3465,Calcitonin Salmon,49884016111,NAS,163
3466,DULoxetine,57237001890,PO,163
3467,Dakins 1/4 Strength,00436094616,TP,163
3468,Donepezil,43547027609,PO/NG,163
3469,Ezetimibe,00904666404,PO,163
3470,Lithium Carbonate,00054852625,PO/NG,163
3471,Lorazepam,63739050010,PO,163
3472,Midazolam,70860060110,IV DRIP,163
3473,OXcarbazepine,65162064978,PO,163
3474,Phytonadione,00409915701,PO,163
3475,Finasteride,16714052201,PO,162
3476,Fluconazole,59762501701,PO,162
3477,Nalbuphine HCl,00409146301,IV,162
3478,Nystatin Cream,51672126302,TP,162
3479,Ranexa,61958100301,ORAL,162
3480,Sodium Citrate,00121119000,PO,162
3481,Artificial Tear Ointment,17478006235,BOTH EYES,161
3482,Atorvastatin,68084056401,PO,161
3483,Dexmedetomidine,67457025102,IV DRIP,161
3484,FLUoxetine,00904578461,PO/NG,161
3485,Fosfomycin Tromethamine,00456430008,PO/NG,161
3486,NIFEdipine (Immediate Release),00228249710,PO,161
3487,PHENObarbital - ICU Alcohol Withdrawal (Initial Load / Rescue Dose),00641047625,IV,161
3488,Trace Elements,00517821025,IV,161
3489,sevelamer HYDROCHLORIDE,58468002101,PO,161
3490,Albumin 5%,68516521402,IV,160
3491,Amiodarone,55390005710,IV BOLUS,160
3492,NiMODipine,23155010800,PO,160
3493,Oxycodone SR (OxyconTIN),63629377401,PO,160
3494,Tricor,00074612290,ORAL,160
3495,Adderall XR,54092038701,ORAL,159
3496,Ciprofloxacin 0.3% Ophth Soln,61314065625,RIGHT EYE,159
3497,Citalopram,54838054070,PO/NG,159
3498,ClonazePAM,51079088220,PO,159
3499,FoLIC Acid,51079004120,PO,159
3500,Glycopyrrolate,64980013101,PO/NG,159
3501,Glycopyrrolate,00603318021,PO/NG,159
3502,Lidocaine 2%,00186021503,SC,159
3503,Magnesium Sulfate,00517265025,IV,159
3504,Methotrexate Sodium P.F.,67457022102,IT,159
3505,Mexiletine,00093874001,PO,159
3506,ALPRAZolam,68084064701,PO/NG,158
3507,CefazoLIN,00781345196,IV,158
3508,Fondaparinux,00007323411,SC,158
3509,Heparin,63323054011,IP,158
3510,Heparin Flush (1000 units/mL),63323054011,IV,158
3511,Ketorolac,47781058468,IM,158
3512,Naphazoline-Pheniramine Ophth. Solution,00065008515,BOTH EYES,158
3513,Nitroprusside Sodium,42998030202,IV DRIP,158
3514,PACLItaxel (TaxOL),61703034250,IV,158
3515,Propranolol,00904655061,PO/NG,158
3516,Rocuronium,10139023511,IV,158
3517,ZIPRASidone Hydrochloride,00904626908,PO/NG,158
3518,Anastrozole,60687011221,PO,157
3519,Arimidex,00310020137,ORAL,157
3520,Dextran 40 10% in NS,00409741903,IV DRIP,157
3521,DiCLOXacillin,00093312501,PO/NG,157
3522,Esmolol,67457065810,IV DRIP,157
3523,Glycopyrrolate (CVICU Reversal Protocol),00143968125,IV,157
3524,HumaLOG,00002751001,SC,157
3525,Naloxone,76329336901,IV DRIP,157
3526,Phytonadione,00548124000,PO,157
3527,glimepiride,42571010101,ORAL,157
3528,Buprenorphine-Naloxone Film (8mg-2mg),00781723864,SL,156
3529,Daptomycin,63323087115,LOCK,156
3530,Diphenoxylate-Atropine,59762106101,PO/NG,156
3531,LORazepam,51079038620,PO,156
3532,CarBAMazepine,51079087020,PO/NG,155
3533,Chlorthalidone,51079005820,PO,155
3534,Dextromethorphan-Guaifenesin (Sugar Free),61787006204,PO,155
3535,Ethambutol HCl,68850001202,PO/NG,155
3536,Insulin Reg Human (NovoLIN R),00169183311,IV DRIP,155
3537,Terbinafine 1% Cream,00067399842,TP,155
3538,BusPIRone,16729020001,PO,154
3539,Clopidogrel,51079055803,PO,154
3540,Cromolyn Sodium (Nasal Inhalation),00009770901,NU,154
3541,Enoxaparin Sodium,00781365569,SC,154
3542,Lactulose,00054848616,NG,154
3543,Phytonadione,76329124001,PO/NG,154
3544,Rocuronium,67457022810,IV DRIP,154
3545,Amoxicillin-Clavulanate Susp.,60432006500,PO/NG,153
3546,CycloSPORINE (Sandimmune),00078024115,PO,153
3547,Divalproex Sodium,00074621411,PO,153
3548,Haloperidol,00121058104,PO,153
3549,Nabumetone,00029485121,PO,153
3550,Nevirapine,00597004660,PO,153
3551,OxycoDONE (Immediate Release) ,66689040150,NG,153
3552,Rituximab Desensitization,50242005306,IV,153
3553,Verapamil SR,68462029201,PO,153
3554,Cilostazol,00054002821,PO/NG,152
3555,Dextrose 5%  (*Glass Bottle*),00409792337,IMPELLA,152
3556,Fluorouracil,00703301812,IV,152
3557,Ledipasvir/Sofosbuvir,61958180101,PO,152
3558,Methylphenidate SR,10702007601,PO,152
3559,Nystatin,00121478505,PO/NG,152
3560,OSELTAMivir,70710100802,PO/NG,152
3561,QUEtiapine extended-release,00310028039,PO,152
3562,Ramipril,00054010625,PO,152
3563,Artificial Tears,00536108494,BOTH EYES,151
3564,Betamethasone Dipro 0.05% Cream,00168005546,TP,151
3565,Heparin,25021040010,IV,151
3566,LORazepam,00641604425,IV,151
3567,Lisinopril,60687032501,PO/NG,151
3568,Ziprasidone,00049397041,PO,151
3569,Calcipotriene 0.005% Cream,50222026006,TP,150
3570,Calcitonin Salmon,67457067502,SC,150
3571,Clozapine,69809012705,PO/NG,150
3572,OxycoDONE (Immediate Release) ,66591091332,PO,150
3573,PHENObarbital Alcohol Withdrawal Dose Taper (Days 2-7),63739020110,PO/NG,150
3574,ranolazine,67159011203,ORAL,150
3575,ALPRAZolam,51079079001,PO/NG,149
3576,Amantadine,68084061101,PO/NG,149
3577,Cephalexin,00093314501,PO/NG,149
3578,Hepatitis B Immu Glob (HepaGam B),60492005101,IV,149
3579,Misoprostol,00025145134,PO,149
3580,NIFEdipine (Extended Release),10370067801,PO,149
3581,TraZODone,60687044301,PO/NG,149
3582,MetRONIDAZOLE (FLagyl),51079012220,PO/NG,148
3583,Ropinirole,00093528401,PO,148
3584,CeftriaXONE Desensitization,00004196401,IV,147
3585,Divalproex (DELayed Release),57237004701,PO,147
3586,Exemestane,47781010830,PO,147
3587,Gentamicin 0.1% Cream,00168007115,TP,147
3588,Haloperidol Decanoate,00703702103,IM,147
3589,Irbesartan,00087277235,ORAL,147
3590,Losartan Potassium,00781570192,PO,147
3591,Methadone Inj,67457021720,IV,147
3592,Modafinil,63459010101,ORAL,147
3593,RisperiDONE,00904635861,PO,147
3594,Ampicillin Sodium,25021013720,IV,146
3595,Budesonide,49884050101,PO,146
3596,Carbidopa-Levodopa (10-100),51079075520,PO/NG,146
3597,Cilostazol,60505252201,PO/NG,146
3598,Dextrose 20% in Water (D20W),00409793519,IV,146
3599,Hydrocortisone Acetate 10%  Foam,68220014015,PR,146
3600,Perphenazine,00781104613,PO,146
3601,Sildenafil,68084086921,PO,146
3602,Sirolimus,59762100201,PO,146
3603,Thiamine,51645090501,PO/NG,146
3604,ZIPRASidone Hydrochloride,00049397041,PO/NG,146
3605,rilpivirine,59676027801,ORAL,146
3606,ARIPiprazole,59148000835,PO/NG,145
3607,Ampicillin Sodium,00781340795,IV,145
3608,Dabigatran Etexilate,00597014960,PO,145
3609,Lidocaine,00409793124,IV,145
3610,Niacin SR,00904062960,PO,145
3611,Opium Tincture (morphine 10 mg/mL),42998020301,PO/NG,145
3612,Paroxetine,00029321548,PO/NG,145
3613,Potassium Bicarbonate Eff,00087076102,PO/NG,145
3614,RisperiDONE (Disintegrating Tablet),50458060228,PO,145
3615,Verapamil SR,00172428610,PO,145
3616,Amoxicillin-Clavulanic Acid,66685100202,PO,144
3617,Diltiazem,00409117102,IV DRIP,144
3618,GuaiFENesin-CODEINE Phosphate,00121155000,PO/NG,144
3619,Lidocaine 1%,63323020110,PL,144
3620,Lisinopril,51079098220,PO,144
3621,Ziprasidone,00049399041,PO,144
3622,0.9% Sodium Chloride,00338004902,IVPCA,143
3623,Aprepitant,00006046206,PO,143
3624,BuPROPion XL (Once Daily),69097087502,PO,143
3625,CefTAZidime,00409508411,IV,143
3626,ChlorproMAZINE,51079051820,PO/NG,143
3627,Flecainide Acetate,53746064101,PO,143
3628,Fluvoxamine Maleate,51079099220,PO/NG,143
3629,PHENObarbital,00641047625,IV,143
3630,AzaTHIOprine,65649023141,PO/NG,142
3631,Carbidopa-Levodopa CR (50-200),51079092320,PO,142
3632,Dexamethasone,00054418425,PO/NG,142
3633,Doxycycline Hyclate,63323013011,PL,142
3634,Flecainide Acetate,65162064110,PO,142
3635,Levalbuterol Neb,63402051224,IH,142
3636,Lidocaine 2%,55150025410,SC,142
3637,Promethazine,45802075930,PR,142
3638,0.9% Sodium Chloride,00338004904,IVCI,141
3639,ClonazePAM,51079088120,PO,141
3640,Dronabinol,00051002121,PO,141
3641,Famotidine,50268030315,PO/NG,141
3642,Fluphenazine,63323028110,IM,141
3643,Gabapentin,68084077401,PO,141
3644,Mineral Oil,49452475003,PO,141
3645,NS,00338004501,IV,141
3646,Nitroprusside Sodium,25021031002,IV DRIP,141
3647,Sodium Polystyrene Sulfonate,00574200202,PR,141
3648,Thiothixene,51079058820,PO,141
3649,Acyclovir Ointment 5%,64455099394,TP,140
3650,DULoxetine DR,68084067521,PO,140
3651,LACOSamide,00131248035,PO/NG,140
3652,LaMIVudine-Zidovudine (Combivir),00093538506,PO/NG,140
3653,MetroNIDAZOLE,42292000120,PO,140
3654,Nitrofurantoin Monohyd (MacroBID),68084044601,PO,140
3655,Ranitidine,00904526161,NG,140
3656,Tamoxifen Citrate,63739026915,PO,140
3657,Valproic Acid,69452015020,PO,140
3658,quiniDINE Gluconate E.R.,51079002720,PO/NG,140
3659,DAUNOrubicin,00703523313,IV,139
3660,Dakins 1/2 Strength,00436093616,TP,139
3661,Dexmedetomidine,00409163802,IV BOLUS,139
3662,Dextromethorphan Polistirex,63824017563,PO/NG,139
3663,Esmolol,10019007587,IV BOLUS,139
3664,Lidocaine 5% Ointment,51672302002,TP,139
3665,Liothyronine Sodium,60793011601,PO,139
3666,Moexipril,00091370701,PO,139
3667,NS,00338004904,PB,139
3668,Pantoprazole Sodium,00008092355,IV DRIP,139
3669,Potassium Chloride Replacement (Critical Care and Oncology) ,69543037910,NG,139
3670,bisoprolol fumarate,00185077130,ORAL,139
3671,CefTRIAXone Desensitization,00781320895,IV,138
3672,Clobetasol Propionate 0.05% Soln,60432013325,TP,138
3673,ClonazePAM,16729013700,PO/NG,138
3674,Dapsone,49938010130,PO,138
3675,Epoprostenol (Veletri),66215040301,IV DRIP,138
3676,Gabapentin,68084078301,PO,138
3677,Methadone,00054855424,PO,138
3678,PrednisoLONE Acetate 0.12% Ophth. Susp.,11980017405,BOTH EYES,138
3679,Sacubitril-Valsartan (24mg-26mg),00078065920,PO,138
3680,Tacrolimus Suspension,00469065773,NG,138
3681,Zolpidem Tartrate,68084018901,PO,138
3682,cilostazol,60505252201,ORAL,138
3683,CARBOplatin,63323017260,IV,137
3684,Clobazam,51991090001,PO/NG,137
3685,D5W,00074792201,PB,137
3686,GlyBURIDE,00182264789,PO,137
3687,Keppra XR,50474059866,ORAL,137
3688,NiMODipine,23155010800,PO/NG,137
3689,Norethindrone-Estradiol,00555900942,PO,137
3690,QUEtiapine Fumarate,63739067710,PO/NG,137
3691,Ranitidine,50268069215,PO/NG,137
3692,Stribild,61958120101,PO,137
3693,Amitriptyline HCl,51079010720,PO,136
3694,Ferrous Sulfate (Liquid),00121053005,PO,136
3695,Glycopyrrolate,70069001225,IV,136
3696,Hydrocortisone Na Succ,00009001104,IV,136
3697,Methadone,66689069479,PO/NG,136
3698,Nadolol,51079081420,PO,136
3699,Naltrexone,00555090201,PO,136
3700,Peginterferon Alfa-2a,00004035009,SC,136
3701,PredniSONE,60687014501,PO/NG,136
3702,Ranitidine,65162025310,PO,136
3703,Repaglinide,00169008481,PO,136
3704,DOXOrubicin,55390023210,PB,135
3705,Fluorometholone 0.1% Ophth Susp.,11980021105,BOTH EYES,135
3706,Imipramine,53489033001,PO,135
3707,Mupirocin Ointment 2%,00029152611,NU,135
3708,Rifampin,68084035801,PO/NG,135
3709,Vitamin B Complex w/C,00536476301,PO/NG,135
3710,Carbamazepine,51079087020,PO/NG,134
3711,Clobetasol Propionate 0.05% Ointment,00168016230,TP,134
3712,Fondaparinux Sodium,00007323001,SC,134
3713,Lisinopril,63739035010,PO/NG,134
3714,Miconazole 2% Cream,00168014231,TP,134
3715,Nystatin,53489040001,PO,134
3716,Olmesartan,65597010330,ORAL,134
3717,Thrombin,60793021505,TP,134
3718,Ziprasidone Hydrochloride,00049396041,PO/NG,134
3719,traZODONE,60505265400,PO/NG,134
3720,CefTAZidime,24987038237,IV,133
3721,Ciprofloxacin 0.3% Ophth Soln,61314065625,BOTH EARS,133
3722,Dexamethasone Oral Soln (0.1mg/1mL),60432046608,ORAL,133
3723,Everolimus,00078041420,PO,133
3724,OLANZapine (Disintegrating Tablet),49884032155,PO,133
3725,Pantoprazole,66993006885,PO,133
3726,Potassium Chloride (Powder),76439034310,NG,133
3727,Rifampin,51079089020,PO,133
3728,Vancomycin,00338355248,PB,133
