,drugname,routeadmin,count
2749,nitroglycerin,Topical,109
2750,potassium phosphate 3 mmol/mL15 mL Inj,IV,108
2751,METOCLOPRAMIDE HCL,.ROUTE,107
2752,250 ML  -  SODIUM CHLORIDE 0.9 % IV SOLN,IJ,107
2753,chlorHEXIDINE (PERIOGARD) 0.12 % oral rinse 15 mL,SWISH/SPIT,107
2754,KLOR-CON,G Tube,106
2755,SODIUM CHLORIDE 0.9%,LOK,106
2756,ALBUTEROL 0.083%,AEROSOL,106
2757,ASPIRIN,TUBE,106
2758,SYNTHROID,NG Tube,106
2759,folic acid,IV,106
2760,PROCHLORPERAZINE MALEATE 5 MG PO TABS,Oral,106
2761,sodium chloride,Oral,105
2762,METOPROLOL TARTRATE,PO (oral)                                                                                           ,105
2763,LIDOCAINE HCL 2%,INJ,105
2764,ACETAMINOPHEN,NG-TUBE,105
2765,FUROSEMIDE,TUBE,105
2766,GLUCAGON,SUBCUT/IM,105
2767,NITROGLYCERIN,TD,105
2768,insulin regular,Subcutaneous,104
2769,EPINEPHrine,IM,104
2770,POLYETHYLENE GLYCOL,TUBE,104
2771,LABETALOL,GASTRIC TU,104
2772,AZITHROMYCIN,INTRAVEN,104
2773,"ASPIRIN, CHILDREN'S",ZPYXVEND,103
2774,VITAMINS/MINERALS PO TABS,PER NG TUBE,103
2775,BISACODYL 5 MG PO TBEC,Oral,103
2776,AMLODIPINE,TUBE,103
2777,CLONAZEPAM,TUBE,103
2778,NEURONTIN,NG Tube,103
2779,morphine,REC,103
2780,ATIVAN,NG Tube,103
2781,BENADRYL,IM,102
2782,Furosemide,IV Push,102
2783,GLUCAGON HCL (RDNA) 1 MG IJ SOLR,IV,102
2784,INSULIN DETEMIR,SUBCUTAN,102
2785,IPRAtropium 0.5 MG/2.5ML UD INH SOLN,NEB,102
2786,nalOXone,IV,102
2787,HYDROMORPHONE,ORAL,102
2788,Furosemide,.ROUTE,101
2789,METOPROLOL TARTRATE,.ROUTE,101
2790,QUEtiapine,ORAL GASTR,101
2791,Propofol 10 MG/ML Inj 10 MG/ML VIAL,.ROUTE,101
2792,FLAGYL,PO,99
2793,THIAMINE HCL 100 MG PO TABS,PER NG TUBE,99
2794,NYSTATIN,MUCOUS MEM,99
2795,PANTOPRAZOLE SODIUM,PO (oral)                                                                                           ,99
2796,METOCLOPRAMIDE,ZPYXVEND,98
2797,5 G  -  LIDOCAINE-PRILOCAINE 2.5-2.5 % EX CREA,TOP,98
2798,10 ML CUP : MAGNESIUM HYDROXIDE 2400 MG/10ML PO SUSP,PER NG TUBE,98
2799,INSULIN ASPART 100 UNIT/ML SC SOLN,IV,98
2800,Tylenol,PR,98
2801,DILAUDID,PO,98
2802,1 ML VIAL: LORAZEPAM 2 MG/ML IJ SOLN,IM,98
2803,WARFARIN,PO,98
2804,THIAMINE,ZPYXVEND,97
2805,acetaminophen,PR,97
2806,LIDOCAINE 1% 10MG/ML 20ML MDV INJ,Transdermal,97
2807,10 ML VIAL : CALCIUM CHLORIDE 10 % IV SOLN,Intravenous,97
2808,KETOROLAC TROMETHAMINE,IM,97
2809,ipratropium,Nebulization,97
2810,CALCIUM GLUCONATE 10 % IV SOLN,CENTRAL IV,97
2811,METOPROLOL TARTRATE  25 MG ORAL TAB,NG- NasoGast,96
2812,acetaMINOPHEN 325 MG TAB,NG,96
2813,IOPAMIDOL,RADINJ,96
2814,PROTONIX,IV (intravenous)                                                                                    ,96
2815,rocuronium,DEVICE,95
2816,SENNA/DOCUSATE SODIUM,PO,95
2817,Insulin Aspart,.ROUTE,95
2818,LOPRESSOR,NG,94
2819,POTASSIUM CHLORIDE 20 MEQ/50ML IV SOLN,IV,94
2820,Dextrose 50%,IVP,94
2821,magnesium sulfate in D5W,Intravenous,94
2822,FAMOTIDINE,IV (intravenous)                                                                                    ,94
2823,KCL 10%,OGT,92
2824,ALBUTEROL 0.083%,ZPYXVEND,92
2825,POTASSIUM CHLORIDE ER,ZPYXVEND,92
2826,POLYETHYLENE GLYCOL 3350 17 GRAM ORAL PWPK,NG- NasoGast,92
2827,HALOPERIDOL LACTATE INJ,IM,92
2828,ZOFRAN,Oral,92
2829,LEVETIRACETAM,TUBE,92
2830,FOLIC ACID 1 MG PO TABS,PER NG TUBE,91
2831,INSULIN GLARGINE,SC,91
2832,metoprolol (LOPRESSOR) tab 12.5 mg,NGT,91
2833,CORDARONE,NG Tube,91
2834,traZODone,GASTRIC TU,91
2835,LISINOPRIL,GASTRIC TU,91
2836,VANCOCIN,NG Tube,91
2837,TACROLIMUS,GASTRIC TU,91
2838,ATORVASTATIN CALCIUM 40 MG PO TABS,Per NG tube,90
2839,HYDROCODONE-ACETAMINOPHEN 5-325 MG PO TABS,PER NG TUBE,90
2840,DIGOXIN,.ROUTE,90
2841,ETOMIDATE,INTRAVEN,90
2842,FAT EMULSION 20 % IV EMUL,Intravenous,90
2843,LORAZEPAM,TUBE,90
2844,PANTOPRAZOLE SOD,PO,90
2845,potassium CHLORIDE 20 MEQ UD LIQ,NG,89
2846,ALBUTEROL SULF,.ROUTE,89
2847,METOPROLOL,ORAL/TUBE,89
2848,metoprolol,IV,89
2849,succinylcholine,DEVICE,89
2850,pantoprazole,Tube,89
2851,CEPHULAC,NG,88
2852,IPRATROPIUM-ALBUTEROL 0.5-2.5 (3) MG/3ML IN SOLN,IN,88
2853,1 ML : HEPARIN SODIUM (PORCINE) 5000 UNIT/ML IJ SOLN,IV,88
2854,CARVEDILOL,PO (oral)                                                                                           ,88
2855,WARFARIN,TUBE,88
2856,folic acid,ZPYXVEND,87
2857,rocuronium,IntraVENOUS,87
2858,CARVEDILOL,TUBE,87
2859,CLOPIDOGREL BISULFATE,.ROUTE,86
2860,ATORVASTATIN CALCIUM 80 MG PO TABS,PER NG TUBE,86
2861,POTASSIUM CHLORIDE,DEVICE,86
2862,famotidine,Feeding Tube,86
2863,chlorhexidine (PERIDEX) 0.12 % solution 15 mL,PO,86
2864,metoprolol tartrate (LOPRESSOR) inj 5 mg,IV,85
2865,SODIUM CHLORIDE FLUSH 0.9 % IV SOLN 10 ML PREFILL SYRINGE,Other,85
2866,FUROSEMIDE,GASTRIC TU,85
2867,KETOROLAC,ZPYXVEND,84
2868,CHLORHEXIDINE GLUCONATE 0.12%,MUC_MEMB,84
2869,potassium chloride,NG-tube,84
2870,POTASSIUM CHLORIDE  20 MEQ ORAL PACK,Feeding Tube,84
2871,FOLIC ACID 5 MG/ML IJ SOLN,CENTRAL IV,84
2872,KETOROLAC INJ,IVP,84
2873,DuoNeb,INH,84
2874,5 ML VIAL : MIDAZOLAM HCL 1 MG/ML IJ SOLN,Intramuscular,83
2875,sodium bicarbonate,Oral,83
2876,amLODIPine,GASTRIC TU,83
2877,Zofran,PO,83
2878,diphenhydrAMINE,IVP,83
2879,QUEtiapine,PO,83
2880,10 ML VIAL : HEPARIN SODIUM (PORCINE) 1000 UNIT/ML IJ SOLN,Intra-arterial,82
2881,TORADOL,IM,82
2882,ENOXAPARIN,SUBQ,82
2883,LIDOCAINE 5 % EX PTCH,Transdermal,81
2884,HYDROCORTISONE SOD SUCCINATE,ZPYXVEND,81
2885,ASPIRIN,GASTRIC TU,81
2886,METHYLPREDNISOLONE,ORAL,81
2887,LISINOPRIL,PO (oral)                                                                                           ,81
2888,morPHINe,IM,81
2889,DILTIAZEM,TUBE,81
2890,Heparin,IV,81
2891,heparin (porcine),Peritoneal catheter,81
2892,ASPIRIN,CHEW/SWALL,80
2893,ZOFRAN ODT,SL,80
2894,ATORVASTATIN CALCIUM 40 MG PO TABS,PER NG TUBE,80
2895,POTASSIUM CHLORIDE 20 MEQ/15ML (10%) PO LIQD,Per NG tube,80
2896,ASPIRIN EC,PO (oral)                                                                                           ,80
2897,XANAX,NG Tube,80
2898,AMIODARONE,TUBE,80
2899,Midazolam,IV,80
2900,CLONAZEPAM,NGTUBE,80
2901,Haldol,IM,80
2902,LOPRESSOR,ND,79
2903,acetaminophen,Intravenous,79
2904,Furosemide,DEVICE,79
2905,LACTULOSE,RECTAL,79
2906,vancomycin,GASTRIC TU,79
2907,oxyCODONE,Tube,79
2908,PANTOPRAZOLE SODIUM,IV (intravenous)                                                                                    ,79
2909,BISACODYL,RC,78
2910,levothyroxine,IntraVENOUS,78
2911,ACETAMINOPHEN 325 MG PO TABS,Nasogastric Tube,78
2912,DIAZEPAM,DEVICE,78
2913,diphenhydrAMINE HCl,INTRAMUSCU,78
2914,CHLORHEXIDINE GLUCONATE 0.12 % MOUTH/THROAT SOLN MULTIDOSE,Swish,78
2915,FERROUS SULFATE,GASTRIC TU,78
2916,EPINEPHrine,ZPYXVEND,77
2917,fentaNYL (PF) 50 MCG/1 ML 2 ML SYR,IV Sedation,77
2918,1000 ML FLEX CONT : SODIUM CHLORIDE 0.9 % IV SOLN,IA,77
2919,Solu-MEDROL (PF),IVP,77
2920,AMLODIPINE,PO,77
2921,PRINIVIL,NG Tube,77
2922,NEOSTIGMINE METHYLSULFATE,INTRAVENOU,77
2923,LIDOCAINE 1%,INJECTION,77
2924,PROTONIX,PO (oral)                                                                                           ,77
2925,30 ML CUP : ALUM & MAG HYDROXIDE-SIMETH 200-200-20 MG/5ML PO SUSP,PER NG TUBE,76
2926,nitroglycerin,IntraVENOUS,76
2927,folic acid,Intravenous,76
2928,docusate sodium (COLACE) oral liquid 100 mg,PEGTUBE,76
2929,VALIUM,PO,76
2930,GLUCAGEN,IV,76
2931,MORPHINE,ORAL,76
2932,morphine,IM,76
2933,cloNIDine,Transdermal,76
2934,LEVOFLOXACIN 500 MG PO TABS,Oral,75
2935,VANCOMYCIN HCL 1000 MG IV SOLR,IR,75
2936,QUETIAPINE FUMARATE 25 MG PO TABS,PER NG TUBE,75
2937,ALBUTEROL 2.5 MG/0.5ML UD INH SOLN,NEB,75
2938,levothyroxine,Intravenous,75
2939,docusate sodium,PO,75
2940,LOPRESSOR,G Tube,75
2941,PEPCID,G Tube,75
2942,PANTOPRAZOLE,G-TUBE,75
2943,DILTIAZEM,IV CONT,74
2944,VANCOMYCIN HCL,XX,74
2945,ACETAMINOPHEN,PO (oral)                                                                                           ,74
2946,HYDROmorphone,PO,74
2947,CARDIZEM,NG Tube,74
2948,HEPARIN SODIUM (PORCINE) 5000 UNIT/ML IJ SOLN,Intracathete,73
2949,POTASSIUM CHLORIDE 20 MEQ PO PACK,Nasogastric Tube,73
2950,metoprolol,Feeding Tube,73
2951,DUONEB,Inhaled (inhalation)                                                                                ,73
2952,MAGNESIUM SULFATE,INTRAVENOUS,73
2953,MULTIVITAMIN,TUBE,72
2954,POTASSIUM CHLORIDE  20 MEQ ORAL PACK,NG- NasoGast,72
2955,PHYTONADIONE,IM,72
2956,potassium chloride,J-tube,72
2957,DIPHENHYDRAMINE HCL 50 MG/ML IJ SOLN,IM,72
2958,AMINOCAPROIC ACID,INJ,72
2959,aspirin,PR,71
2960,LORazepam,IV Push,71
2961,FAMOTIDINE,ZPYXVEND,71
2962,AMLODIPINE BESYLATE 5 MG PO TABS,PER NG TUBE,71
2963,ROCURONIUM BROMIDE,INTRAVEN,71
2964,LABETALOL HCL,PO (oral)                                                                                           ,71
2965,DELTASONE,NG Tube,71
2966,ACETAMINOPHEN,NASOGASTRI,71
2967,DIAZEPAM,TUBE,71
2968,MAGNESIUM SULFATE 50 % IJ SOLN,CENTRAL IV,71
2969,PLAVIX,NG Tube,71
2970,NITRO-BID,TD,71
2971,LIDOCAINE 1%,INTRADERM,71
2972,LORAZEPAM INJ,IM,71
2973,heparin (porcine),Intracatheter,71
2974,ASPIRIN 81 MG PO CHEW,PER G TUBE,70
2975,INSULIN HUMAN REGULAR,IV CONT,70
2976,digoxin,MISC,70
2977,ACETAMINOPHEN,IV,70
2978,amiodarone,GASTRIC TU,70
2979,HALOPERIDOL LACTATE,INTRAMUSCU,70
2980,CLOPIDOGREL BISULFATE,ORAL/TUBE,70
2981,PROMETHAZINE 25 MG/1 ML 1ML SDV INJ,IVPB,70
2982,meTOPROLOL tartrate,ZPYXVEND,69
2983,ALTEPLASE 2 MG IJ SOLR,PL,69
2984,ASPIRIN 81 MG PO CHEW,Nasogastric Tube,69
2985,potassium CHLORide liquid 20 mEq,PEGTUBE,69
2986,dextrose,Oral,69
2987,metroNIDAZOLE,MISC,69
2988,CALCIUM GLUCONATE 10%,INTRAVENOU,69
2989,APRESOLINE,NG Tube,69
2990,LIDOCAINE 1% PF,ID,69
2991,PROPOFOL 1000 MG/100 ML (PMX),IV CONT,68
2992,NOREPINEPHRINE BITARTRATE 1 MG/ML IJ SOLN,PERIPH IV,68
2993,metoprolol,PO,68
2994,POTASSIUM PHOSPHATE,ORAL GASTR,68
2995,DEXTROSE 50% 25 GRAM/50 ML SYR,PO,68
2996,DILTIAZEM,GASTRIC TU,68
2997,WARFARIN SODIUM 2 MG PO TABS,PER NG TUBE,67
2998,acetaminophen (TYLENOL) tab 650 mg,NGT,67
2999,MIRALAX,ORAL,67
3000,METOPROLOL TARTRATE 25 MG TAB,NG,67
3001,SODIUM CHLORIDE 0.9% 50 ML PB,IV Push,67
3002,CALCIUM GLUCONATE 1 GRAM/D5W 50ML,IV Push,67
3003,metoclopramide,MISC,67
3004,Sodium Chloride 0.9%,INH,67
3005,BACITRACIN,INTRAMUSCU,67
3006,TRANDATE,IVP,66
3007,ACETAMINOPHEN 325 MG PO TABS,PER G TUBE,66
3008,AMLODIPINE BESYLATE 10 MG PO TABS,PER NG TUBE,66
3009,100 ML FLEX CONT : SODIUM CHLORIDE 0.9 % IV SOLN,Intravenous,66
3010,1 EACH PACKAGE CUSTOM NDC : METOPROLOL TARTRATE 12.5 MG PO TABS (HALF-TAB),PER NG TUBE,66
3011,ASPIRIN (BABY ASA) 81 MG TAB,FT,66
3012,ONDANSETRON,IVP,66
3013,DUONEB 3 MG-0.5 MG/3 ML UD INH SOLN,NEB,66
3014,VANCOmycin 1.5 GM in NS 500ML IVPB,IV,66
3015,Haldol,PO,66
3016,nitroGLYCERIN,IV,65
3017,ASPIRIN,PO (oral)                                                                                           ,65
3018,aspirin,Tube,65
3019,ASPIRIN 81 MG PO CHEW,Dobhoff Tube,65
3020,ipratropium,Inhalation,65
3021,ATORVASTATIN,ORAL/TUBE,65
3022,KAYEXALATE,Rectal,65
3023,ALBUTEROL/IPRATROPIUM,ZPYXVEND,64
3024,METOPROLOL TARTRATE 50 MG PO TABS,PER G TUBE,64
3025,POLYETHYLENE GLYCOL 3350 PO POWD,Gastric Tube (PEG),64
3026,HYDROCORTISONE SOD SUCCINATE,.ROUTE,64
3027,methylPREDNISolone,Oral,64
3028,BUFFERED LIDOCAINE 1%,SubQ,64
3029,CEFEPIME,IV,63
3030,KETOROLAC INJ,.ROUTE,63
3031,DILTIAZEM HCL 30 MG PO TABS,PER NG TUBE,63
3032,37.5 G TUBE : GLUCOSE 40 % PO GEL,PER NG TUBE,63
3033,IPRATROPIUM BROMIDE 0.02 % IN SOLN,Nebulization,63
3034,10 ML CUP : DOCUSATE SODIUM 50 MG/5ML PO LIQD,Per NG tube,63
3035,ASPIRIN 81 MG CHEWABLE TABLET,PER NG TUBE,63
3036,POTASSIUM CHLORIDE,PO (oral)                                                                                           ,63
3037,METOPROLOL TARTRATE,G-TUBE,63
3038,CALCIUM GLUCONATE 10%,.ROUTE,63
3039,MAGNESIUM OXIDE,GASTRIC TU,63
3040,MAGNESIUM SULF 2 GM/SW 50 ML BAG,.ROUTE,63
3041,PROMETHAZINE 25 MG/1 ML 1ML SDV INJ,IM,63
3042,TACROLIMUS,SUBLINGUAL,63
3043,WARFARIN SODIUM 3 MG PO TABS,PER NG TUBE,62
3044,SODIUM BICARBONATE 8.4 % IV SOLN,Machine prim,62
3045,DOCUSATE SODIUM 50 MG/5ML PO LIQD,PER TUBE,62
3046,traZODone,Tube,62
3047,ACETAMIN/HYDROCODON 325MG/5MG,.ROUTE,62
3048,LIDOCAINE 1%,INFILTRATION,61
3049,levETIRAcetam,ZPYXVEND,61
3050,LANTUS,Subcutaneous (Subcutane)                                                                            ,61
3051,"ASPIRIN, CHILDREN'S",ORAL GASTR,61
3052,COLACE,G Tube,61
3053,SODIUM CHLORIDE 0.9% 500 ML PB,Arterial,61
3054,acetaMINOPHEN 325 MG TAB,FT,61
3055,METOCLOPRAMIDE,GASTRIC TU,61
3056,morphine,PO,61
3057,azithromycin,Oral,61
3058,NORCO,NG Tube,61
3059,1 ML  -  HEPARIN SODIUM (PORCINE) 5000 UNIT/ML IJ SOLN,IV,61
3060,FAMOTIDINE 20 MG PO TABS,PEG TUBE,60
3061,INSULIN REGULAR HUMAN 100 UNIT/ML IJ SOLN,CENTRAL IV,60
3062,SODIUM CHLORIDE 0.9%,ED,60
3063,metroNIDAZOLE,IV,60
3064,Midazolam,IVP,60
3065,lisinopril,Tube,60
3066,LIDOCAINE HCL 2%,UR,60
3067,oxyCODONE (OXY IR) cap-tab 5 mg,NGT,60
3068,FERROUS SULFATE,TUBE,60
3069,LORazepam INJ,IVP,60
3070,PANTOPRAZOLE SODIUM 40 MG IV SOLR,IVPB,60
3071,TYLENOL,PEG,59
3072,METOPROLOL TARTRATE 50 MG TAB,FT,59
3073,POTASSIUM CHLORIDE,ORAL GASTR,59
3074,PHENYLEPHRINE HCL,IVDRIP,59
3075,LOPRESSOR,Per enteric tube (oral)                                                                             ,59
3076,DUONEB,DEVICE,59
3077,SODIUM POLYSTYRENE SULFONATE,RECTAL,59
3078,ASPIRIN,NG,58
3079,CLONAZEPAM,ORAL/TUBE,58
3080,METOPROLOL SUCCINATE ER 50 MG PO TB24,Oral,58
3081,PHYTONADIONE,ZPYXVEND,57
3082,CARVEDILOL 3.125 MG PO TABS,PER NG TUBE,57
3083,LEVETIRACETAM 500 MG PO TABS,PER NG TUBE,57
3084,20 ML  -  LIDOCAINE HCL 1 % IJ SOLN,ID,57
3085,50 ML VIAL : SODIUM BICARBONATE 8.4 % IV SOLN,CRRT,57
3086,"RINGERS SOLUTION,LACTATED",.ROUTE,57
3087,MAGNESIUM HYDROXIDE,TUBE,57
3088,gabapentin,Tube,57
3089,CLOPIDOGREL,TUBE,57
3090,ONDANSETRON HCL,PO,57
3091,LIDOCAINE HCL 2%,MT,57
3092,KEPPRA,NG Tube,57
3093,LEVETIRACETAM 500 MG PO TABS,Nasogastric Tube,57
3094,HYDRALAZINE HCL 50 MG PO TABS,PER NG TUBE,56
3095,METOPROLOL TARTRATE,GASTRIC TU,56
3096,GLUCAGON,.ROUTE,56
3097,MEPERIDINE 25 MG/1 ML 1 ML SYR,IV,56
3098,VANCOMYCIN HCL,IV (intravenous)                                                                                    ,56
3099,PANTOPRAZOLE 40 MG INJ,IVPB,56
3100,PROPOFOL,.ROUTE,55
3101,heparin (porcine),Catheter lock,55
3102,TRAMADOL HCL 50 MG PO TABS,PER NG TUBE,55
3103,CLONIDINE HCL 0.1 MG PO TABS,PER NG TUBE,55
3104,POLYETHYLENE GLYCOL 3350 UDPWD,FT,55
3105,FOLIC ACID,INTRAVEN,55
3106,phenylephrine,Intravenous,55
3107,metroNIDAZOLE,IVPB,55
3108,HALOPERIDOL LACTATE,.ROUTE,55
3109,DILAUDID,IM,55
3110,FAMOTIDINE,PO (oral)                                                                                           ,55
3111,METOPROLOL SUCCINATE ER 25 MG PO TB24,Oral,55
3112,"HEPARIN (PORCINE) 5,000 UNIT/ML INJECTION : 1 ML VIAL",Irrigation,55
3113,ACETAMINOPHEN 325 MG PO TABS,PEG TUBE,54
3114,LEVOTHYROXINE SODIUM 100 MCG PO TABS,PER NG TUBE,54
3115,SENNOSIDES-DOCUSATE SODIUM 8.6-50 MG PO TABS,PER G TUBE,54
3116,metoprolol,DEVICE,54
3117,FUROSEMIDE,IVDRIP,54
3118,MIDAZOLAM 1 MG/1 ML 2ML MDV INJ,IV,54
3119,atorvastatin,Tube,54
3120,MAG/ALUM HYDROXIDE W/SIMETH,TUBE,54
3121,ROXICODONE,G Tube,54
3122,HEPARIN (PORCINE)  1000 UNIT/ML INJ SOLN,IArt,54
3123,SODIUM CHLORIDE 0.9%,.ROUTE,53
3124,ASPIRIN 325 MG PO TABS,PER TUBE,53
3125,OXYCODONE HCL 5 MG PO TABS,PER NG TUBE,53
3126,WARFARIN SODIUM 5 MG PO TABS,PER NG TUBE,53
3127,ALBUTEROL INH SOLN (VARIABLE DOSE),INH,53
3128,"hEParin inj 5,000 Units",IA,53
3129,MIRALAX,G Tube,53
3130,polyethylene glycol,Tube,53
3131,POLYETHYLENE GLYCOL 3350 PO POWD,Dobhoff Tube,53
3132,potassium chloride,DEVICE,53
3133,fentaNYL (PF) 50 MCG/1 ML 2 ML SYR,IV,53
3134,LABETALOL,DEVICE,53
3135,METOPROLOL TARTRATE,IVP,53
3136,METOCLOPRAMIDE,DEVICE,53
3137,METOCLOPRAMIDE HCL,ORAL,53
3138,neostigmine,DEVICE,53
3139,levETIRAcetam,Tube,53
3140,ALTEPLASE 1 MG/2ML SYR,IV,53
3141,ZOFRAN,IVP,52
3142,ASPIRIN 325 MG PO TABS,Per NG tube,52
3143,1000 ML FLEX CONT : SODIUM CHLORIDE 0.9 % IV SOLN,CRRT,52
3144,fentaNYL,TOP,52
3145,MILK OF MAGNESIA,ORAL,52
3146,METOPROLOL,NG,52
3147,CALCIUM GLUCONATE 1 GRAM/D5W 50ML,IV,52
3148,ACETAMINOPHEN 325 MG TABLET,PER NG TUBE,52
3149,DIAZEPAM,INTRAVEN,52
3150,SODIUM POLYSTYRENE SULFONATE,TUBE,52
3151,morphine,SUBCUTAN,52
3152,ONDANSETRON HCL,IV (intravenous)                                                                                    ,52
3153,Propofol,INF,52
3154,ceFAZolin,.ROUTE,51
3155,INSULIN LISPRO,ZPYXVEND,51
3156,PROPOFOL 10 MG/1 ML 100ML SDV INJ,IV Push,51
3157,VANCOmycin 1.25 GM in NS 500ML IVPB,IV,51
3158,DIGOXIN,DEVICE,51
3159,SENNOSIDES-DOCUSATE SODIUM 8.6-50 MG PO TABS,Gastric Tube (PEG),51
3160,Furosemide,Oral,51
3161,DEXTROSE 50%,.ROUTE,51
3162,CHLORHEXIDINE GLUCONATE 0.12%,MT,51
3163,atropine,DEVICE,51
3164,ATIVAN,G Tube,51
3165,REGLAN,PO,50
3166,FUROSEMIDE 40 MG PO TABS,PER NG TUBE,50
3167,POLYETHYLENE GLYCOL 3350 PO PACK,PER G TUBE,50
3168,INSULIN HUMAN REGULAR,IVDRIP,50
3169,MULTIVITAMINS,G-TUBE,50
3170,sodium chloride,Each Nare,50
3171,ALPRAZOLAM,TUBE,50
3172,clonazePAM,GASTRIC TU,50
3173,LACTULOSE,ORAL GASTR,50
3174,PNEUMOCOCCAL POLYSACCHARIDES,SUBCUT,50
3175,enoxaparin,MISC,50
3176,VANCOMYCIN,INTRAVENOU,50
3177,vancomycin,Oral,50
3178,Heparin,HD FLUSH,49
3179,azithromycin,ZPYXVEND,49
3180,LISINOPRIL 20 MG PO TABS,PER NG TUBE,49
3181,WARFARIN SODIUM 1 MG PO TABS,PER NG TUBE,49
3182,potassium chloride,PEG-tube,49
3183,DOCUSATE SODIUM 50 MG/5ML PO LIQD,Dobhoff Tube,49
3184,meTOPROLOL tartrate,ORAL GASTR,49
3185,dexamethasone,DEVICE,49
3186,hydrALAZINE 20 MG/1 ML 1 ML INJ,IVPB,49
3187,CATAPRES,NG Tube,49
3188,HYDROMORPHONE HCL,IM,49
3189,SIMVASTATIN,TUBE,49
3190,lidocaine,Intradermal,49
3191,levetiracetam,PO,49
3192,PROMETHAZINE HCL,INTRAMUSC,49
3193,HEPARIN (PORCINE)  1000 UNIT/ML INJ SOLN,Miscellaneou,49
3194,MIDAZOLAM,IV CONT,48
3195,Sodium Chloride 0.9%,PRIMARY IV,48
3196,ATORVASTATIN CALCIUM 20 MG PO TABS,PER NG TUBE,48
3197,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,PER NG TUBE,48
3198,ONDANSETRON HCL 4 MG/2ML IJ SOLN,IVPB,48
3199,GABAPENTIN,GASTRIC TU,48
3200,DILTIAZEM HCL,.ROUTE,48
3201,QUEtiapine,Tube,48
3202,WARFARIN,GASTRIC TU,48
3203,ENOXAPARIN,ZPYXVEND,47
3204,LACTULOSE 20 GRAM/30 ML ORAL SOLN,NG- NasoGast,47
3205,1 ml vial : heparin sodium (porcine) 5000 unit/ml ij soln,IK,47
3206,SODIUM BICARBONATE 8.4%,DEVICE,47
3207,potassium CHLORide liquid 40 mEq,JTUBE,47
3208,INSULIN DETEMIR,SUB-Q,47
3209,docusate,NG or OG,47
3210,ATENOLOL,PO (oral)                                                                                           ,47
3211,CORDARONE,IV,47
3212,metoclopramide,Oral,47
3213,ONDANSETRON 4 MG PO TBDP,Oral,47
3214,GLUCAGON (HUMAN RECOMBINANT) 1 MG/ML SOLUTION FOR INJECTION,IV,47
3215,DEXTROSE 50% SYRINGE,DEVICE,47
3216,QUEtiapine,PEG TUBE,47
3217,PHENERGAN,Rectal,47
3218,meropenem,Intravenous,47
3219,PANTOPRAZOLE SOD,.ROUTE,47
3220,COUMADIN,NG Tube,47
3221,Dextrose 50%,.ROUTE,46
3222,NITROGLYCERIN,ZPYXVEND,46
3223,NITROGLYCERIN SL,.ROUTE,46
3224,methylPREDNISolone,.ROUTE,46
3225,ASPIRIN   81 MG ORAL CHEW TAB,NG- NasoGast,46
3226,METOPROLOL TARTRATE 50 MG PO TABS,PEG TUBE,46
3227,1 ML : HEPARIN SODIUM (PORCINE) 5000 UNIT/ML IJ SOLN,CRRT,46
3228,3 ML VIAL : INSULIN LISPRO (HUMAN) 100 UNIT/ML SC SOLN,IV,46
3229,NOREPINEPHRINE,INTRAVENOU,46
3230,DOPamine,DEVICE,46
3231,GLUCOSE,PO,46
3232,Sodium Chloride 0.9%  SSO,IA,46
3233,FUROSEMIDE,G-TUBE,46
3234,FUROSEMIDE,PO (oral)                                                                                           ,46
3235,lactulose,Rectal,46
3236,haloperidol lactate,Intramuscular,46
3237,ONDANSETRON HCL,ORAL,46
3238,hydrALAZINE INJ,.ROUTE,45
3239,ALPRAZOLAM 0.25 MG PO TABS,PER NG TUBE,45
3240,GLUCAGON (HUMAN RECOMBINANT),SUBCUT,45
3241,100 ML FLEX CONT : SODIUM CHLORIDE 0.9 % IV SOLN,IJ,45
3242,BAYER CHEWABLE,G Tube,45
3243,dexamethasone,PO,45
3244,ONDANSETRON,PO,45
3245,cloNIDine,TD,45
3246,OXYCODONE HCL 5 MG PO TABS (RANGE) PRN,Nasogastric Tube,45
3247,Ativan,IM,45
3248,DOCUSATE SODIUM,ZPYXVEND,44
3249,sennosides (SENOKOT) oral syrup 10 mL,PEGTUBE,44
3250,ASPIRIN,G-TUBE,44
3251,ASPIRIN,NG-TUBE,44
3252,1000 ML FLEX CONT : SODIUM CHLORIDE 0.9 % IV SOLN,Intra-arterial,44
3253,FUROSEMIDE,IV (injection)                                                                                      ,44
3254,cloNIDine,MISC,44
3255,albumin human,IVPB,44
3256,CARVEDILOL 6.25 MG PO TABS,Nasogastric Tube,44
3257,PHYTONADIONE,.ROUTE,43
3258,FAMOTIDINE 20 MG PO TABS,PER G TUBE,43
3259,POTASSIUM CHLORIDE 20 MEQ PO PACK,Per G Tube,43
3260,ASPIRIN CHEWABLE,NG,43
3261,MIRALAX,NG,43
3262,ipratropium,NEB,43
3263,AMIODARONE 150 MG in 100 mL D5W,IV Push,43
3264,atorvastatin,MISC,43
3265,CLOPIDOGREL,GASTRIC TU,43
3266,clopidogrel,DEVICE,43
3267,MORPHINE SULFATE,REC,43
3268,HYDROcodone-acetaminophen,Feeding Tube,43
3269,LIDOCAINE HCL 2%,TOPL,43
3270,oxyCODONE-acetaminophen,ORAL,43
3271,vancomycin,ZPYXVEND,42
