,diagnosisstring,icd9code
1415,pulmonary|disorders of vasculature|pulmonary embolism|suspected,
1416,pulmonary|pleural disorders|empyema|bacterial|gram negative rod,"041.85, 510.9, B96.89, J86.9"
1417,pulmonary|post thoracic surgery|s/p thoracotomy|wedge resection,
1418,pulmonary|pulmonary infections|pneumonia|aspiration pneumonitis,"507.0, J69.0"
1419,pulmonary|respiratory failure|ARDS|pulmonary etiology|pneumonia,"518.81, J80"
1420,pulmonary|respiratory failure|hypoxemia|paO2 / FIO2 = 200 - 300,"799.02, J96.91"
1421,renal|disorder of acid base|metabolic acidosis|etiology unknown,"276.2, E87.2"
1422,renal|disorder of acid base|metabolic acidosis|normal anion gap,"276.2, E87.2"
1423,renal|disorder of kidney|acute renal failure|due to obstruction,"599.60, N17.9"
1424,renal|electrolyte imbalance|hypernatremia|severe (> 155 meq/dl),"276.0, E87.0"
1425,renal|electrolyte imbalance|hypokalemia|due to extra-renal loss,"276.8, E87.6"
1426,surgery|acute cardiac problems|chest pain|r/o aortic dissection,
1427,surgery|cardiac surgery|hemorrhage|severe and sudden hemorrhage,"998.11, T88"
1428,surgery|mesenteric ischemia|vascular insufficiency of intestine,"557.9, K55.9"
1429,surgery|vascular surgery|surgery-related ischemia|postop stroke,"997.02, I97.811"
1430,toxicology|drug overdose|drug overdose- general|suicide attempt,
1431,toxicology|drug overdose|drug overdose- general|suicide gesture,
1432,toxicology|drug overdose|narcotic overdose|with pulmonary edema,"E980.2, 965.00, 518.4, T40.60"
1433,"toxicology|toxic effect, non-medicinal|toxic effect:  gas/vapor",
1434,burns/trauma|trauma - CNS|spinal cord injury|hemiplegia-complete,"342.90, G81.90"
1435,burns/trauma|trauma - CNS|spinal cord injury|paraplegia-complete,344.1
1436,burns/trauma|trauma - abdomen|hepatic trauma|grade II laceration,864.05
1437,burns/trauma|trauma - abdomen|hepatic trauma|grade IV laceration,864.05
1438,burns/trauma|trauma - abdomen|splenic trauma|grade II laceration,865.00
1439,burns/trauma|trauma - abdomen|splenic trauma|grade IV laceration,865.00
1440,burns/trauma|trauma - skeletal|rhabdomyolysis|with myoglobinuria,728.89
1441,burns/trauma|trauma-other injuries|superficial injury|other site,
1442,cardiovascular|arrhythmias|ventricular tachycardia|non-sustained,"427.1, I47.2"
1443,cardiovascular|cardiac surgery|cardiac hardware malfunction|AICD,
1444,cardiovascular|chest pain / ASHD|myocardial infarction ruled out,
1445,cardiovascular|congenital heart disease|congenital heart disease,"746.9, Q24.9"
1446,cardiovascular|diseases of the aorta|aortic dissection|abdominal,"441.02, I71.02"
1447,cardiovascular|pericardial diseases|pericardial effusion|post-MI,"423.9, I31.9"
1448,cardiovascular|post vascular surgery|s/p dialysis access surgery,
1449,cardiovascular|shock / hypotension|hypovolemic shock|hemorrhagic,"785.59, R57.1, R58"
1450,cardiovascular|shock / hypotension|septic shock|culture negative,"785.52, 785.52, R65.21"
1451,cardiovascular|shock / hypotension|septic shock|cultures pending,"785.52, R65.21"
1452,"cardiovascular|shock / hypotension|volume depletion, unspecified","276.50, E86.9"
1453,cardiovascular|vascular disorders|arterial thromboembolism|bowel,"557.0, K55.0"
1454,cardiovascular|ventricular disorders|cardiac mural thrombus|left,
1455,cardiovascular|ventricular disorders|cardiomyopathy|hypertrophic,
1456,endocrine|fluids and electrolytes|hypokalemia|due to poor intake,"276.8, E87.8"
1457,endocrine|glucose metabolism|diabetes mellitus|Type I|controlled,"250.01, E10.9"
1458,gastrointestinal|GI bleeding / PUD|peptic ulcer disease|duodenal,"532.90, K26.9"
1459,gastrointestinal|GI bleeding / PUD|upper GI bleeding|esophagitis,"578.9, K92.2"
1460,gastrointestinal|hepatic disease|toxic hepatitis|alcohol related,"571.1, K70.1"
1461,gastrointestinal|intestinal disease|GI obstruction / ileus|ileus,"560.1, K56.0"
1462,gastrointestinal|post-GI surgery|s/p surgery for GI bleeding|LGI,
1463,gastrointestinal|post-GI surgery|s/p surgery for GI bleeding|UGI,
1464,gastrointestinal|transplant|recent liver transplant|living-donor,"V42.7, Z94.4"
1465,gastrointestinal|trauma|blunt vascular trauma|mesenteric vessels,"902.20, S35.29"
1466,hematology|platelet disorders|platelet dysfunction|due to uremia,"287.1, D69.1"
1467,hematology|white blood cell disorders|leukocytosis|lymphocytosis,"288.8, D72.820"
1468,infectious diseases|CNS infections|CNS abscess|cerebral subdural,"324.0, G06.2"
1469,infectious diseases|CNS infections|meningitis|community-acquired,"322.9, G03.9"
1470,infectious diseases|GI infections|enteritis|C. difficile colitis,"008.45, A04.7"
1471,infectious diseases|chest/pulmonary infections|empyema|bacterial,"510.9, J86.9"
1472,infectious diseases|head and neck infections|sinusitis|bacterial,"461.9, J01.90"
1473,infectious diseases|systemic/other infections|fever|drug related,"995.2, R50.9"
1474,infectious diseases|systemic/other infections|systemic infection,
1475,infectious diseases|vascular infections|vascular graft infection,"996.62, T85.7"
1476,neurologic|altered mental status / pain|drug withdrawal syndrome,F19.939
1477,neurologic|altered mental status / pain|encephalopathy|metabolic,"348.31, G93.41"
1478,neurologic|infectious disease of nervous system|meningitis|acute,
1479,neurologic|infectious disease of nervous system|mycotic aneurysm,"437.3, I67.1"
1480,neurologic|sensory organ|ear/mastoid disorder|other ear disorder,
1481,neurologic|trauma - CNS|fracture of skull|vault|closed|depressed,800.00
1482,neurologic|trauma - CNS|spinal cord injury|cauda equina syndrome,952.4
1483,neurologic|trauma - CNS|spinal cord injury|quadriplegia-complete,"344.00, G82.50"
1484,pulmonary|disorders of lung parenchyma|interstitial lung disease,"516.9, J84.9"
1485,pulmonary|disorders of the airways|epistaxis|due to coagulopathy,"784.7, R04.0"
1486,pulmonary|disorders of the airways|upper respiratory obstruction,"786.00, R06.1"
1487,pulmonary|pleural disorders|pneumothorax|iatrogenic|with tension,"512.1, J95.81"
1488,pulmonary|pulmonary infections|empyema|associated with pneumonia,"510.9, 486, J86.9, J18.9"
1489,pulmonary|respiratory failure|ARDS|non-pulmonary etiology|sepsis,"518.81, J80"
1490,pulmonary|respiratory failure|ARDS|pulmonary etiology|aspiration,"518.81, J80"
1491,pulmonary|respiratory failure|acute lung injury|etiology unknown,"518.81, J80"
1492,renal|disorder of acid base|metabolic alkalosis|due to diuretics,"276.3, E87.3"
1493,renal|disorder of acid base|metabolic alkalosis|etiology unknown,"276.3, E87.3"
1494,surgery|acute cardiac problems|chest pain|r/o pulmonary embolism,
1495,surgery|acute cardiac problems|ventricular tachycardia|sustained,"427.1, I47.2"
1496,surgery|cardiac surgery|hemorrhage|possible coagulopathy present,"998.11, T88"
1497,surgery|general surgery postop issues|enteric fistula|intestinal,"569.81, K63.2"
1498,surgery|general surgery postop issues|viscus perforation|colonic,"569.83, K63.1"
1499,surgery|general surgery postop issues|viscus perforation|gastric,"537.9, K31.9"
1500,surgery|obstetrics|pre-eclampsia/ eclampsia|severe pre-eclampsia,"642.50, O14.10"
1501,surgery|orthopedic surgery|s/p surgical repair of fracture|femur,
1502,surgery|orthopedic surgery|s/p surgical repair of fracture|spine,
1503,surgery|respiratory failure|ventilatory failure|etiology unknown,"518.81, J96.00"
1504,transplant|s/p bone marrow transplant|s/p bone marrow transplant,996.85
1505,transplant|s/p lung transplant|pulmonary edema - lung transplant,"996.84, T86.819"
1506,transplant|s/p lung transplant|rejection - lung transplant|acute,"996.84, T86.810"
1507,burns/trauma|trauma - CNS|fracture of skull|base|closed|depressed,
1508,burns/trauma|trauma - CNS|spinal cord injury|quadriplegia-partial,"344.00, G82.50"
1509,burns/trauma|trauma - abdomen|hepatic trauma|grade III laceration,864.05
1510,burns/trauma|trauma - abdomen|splenic trauma|grade III laceration,865.00
1511,burns/trauma|trauma - skeletal|bone fracture(s)|acetabulum|closed,"808.0, S32.40"
1512,cardiovascular|cardiac surgery|valve replacement >= 7 days|aortic,
1513,cardiovascular|cardiac surgery|valve replacement >= 7 days|mitral,
1514,cardiovascular|chest pain / ASHD|acute coronary syndrome|s/p PTCA,
1515,cardiovascular|chest pain / ASHD|chest pain|r/o aortic dissection,
1516,cardiovascular|chest pain / ASHD|coronary artery disease|s/p CABG,"414.00, I25.10"
1517,cardiovascular|pericardial diseases|pericardial effusion|myxedema,"423.9, I31.9"
1518,cardiovascular|vascular disorders|arterial thromboembolism|kidney,"593.81, N28.0"
1519,cardiovascular|vascular disorders|hypertension|with heart failure,"404.91, I11.0"
1520,cardiovascular|vascular disorders|hypertension|with renal failure,"402.91, I11.0"
1521,cardiovascular|ventricular disorders|cardiac mural thrombus|right,
1522,endocrine|glucose metabolism|diabetes mellitus|Type II|controlled,"250.00, E11.9"
1523,endocrine|glucose metabolism|hyperglycemia|corticosteroid related,"790.6, R73.9"
1524,endocrine|glucose metabolism|hyperglycemia|due to hepatic failure,"790.6, R73.9"
1525,gastrointestinal|GI bleeding / PUD|lower GI bleeding|diverticular,"578.9, K92.2"
1526,gastrointestinal|GI bleeding / PUD|peptic ulcer disease|H. pylori,"533.90, K27.9"
1527,gastrointestinal|abdominal/ general|pelvic abscess|female patient,"614.5, K61.1"
1528,gastrointestinal|abdominal/ general|peritonitis|procedure related,"567.9, K65.0"
1529,gastrointestinal|intestinal disease|diarrhea|C. difficile colitis,"008.45, A04.7"
1530,gastrointestinal|intestinal disease|diarrhea|bacterial|salmonella,"003.0, A02.0"
1531,gastrointestinal|intestinal disease|diarrhea|tube feeding related,"787.91, R19.7"
1532,gastrointestinal|intestinal disease|viscus perforation|esophageal,"530.4, K22.3"
1533,gastrointestinal|post-GI surgery|s/p surgery for undiagnosed mass,
1534,gastrointestinal|trauma|traumatic injury of esophagus|penetrating,"862.32, S27.81"
1535,hematology|coagulation disorders|DVT|related to vascular catheter,"451.9, I80.9"
1536,hematology|transfusion medicine|transfusion reaction|anaphylactic,"999.8, T80.5"
1537,hematology|white blood cell disorders|myeloproliferative disorder,"238.7, D47.1"
1538,hematology|white blood cell disorders|neutropenia|agranulocytosis,"288.0, D70.9"
1539,infectious diseases|GI infections|gangrene/empyema of gallbladder,"575.0, K81.0"
1540,infectious diseases|GI infections|intra-abdominal abscess|hepatic,"572.0, K75.0"
1541,infectious diseases|GI infections|peritonitis|dialysis associated,"567.21, K65.0"
1542,infectious diseases|chest/pulmonary infections|lung abscess|right,"513.0, J85.2"
1543,"infectious diseases|skin, bone and joint infections|osteomyelitis","730.20, M86.9"
1544,infectious diseases|systemic/other infections|bacterial infection,
1545,infectious diseases|systemic/other infections|fever|postoperative,"780.6, R50.9"
1546,"neurologic|CNS mass lesions|brain tumor|brain tumor, type unknown","191.9, C71.9"
1547,neurologic|disorders of vasculature|TIA|atherosclerotic occlusion,"435.9, G45.9"
1548,neurologic|infectious disease of nervous system|CNS abscess|brain,"324.0, G06.0"
1549,neurologic|post-neurosurgery|post craniotomy|skull base procedure,
1550,neurologic|trauma - CNS|spinal cord injury|respiratory impairment,
1551,obstetrics/gynecology|delivery/indication for care|polyhydramnios,
1552,oncology|chest tumors|primary lung cancer|bronchoalveolar cell CA,"162.9, C34.90"
1553,pulmonary|disorders of lung parenchyma|atelectasis/collapse|focal,"518.0, J98.11"
1554,pulmonary|disorders of the airways|asthma / bronchospasm|moderate,"493.90, J45"
1555,pulmonary|disorders of vasculature|pulmonary hemorrhage|suspected,
1556,pulmonary|disorders of vasculature|pulmonary hypertension|primary,"416.0, I27.0"
1557,pulmonary|pleural disorders|pleural effusion|due to heart failure,"511.9, J91.8"
1558,pulmonary|pleural disorders|pneumothorax|spontaneous with tension,"512.0, J93.0"
1559,pulmonary|pulmonary infections|pneumonia|community-acquired|viral,"480.9, J12.9"
1560,pulmonary|respiratory failure|acute respiratory failure|suspected,
1561,renal|abnormality of urine quantity or quality|anuria|suspect ATN,
1562,renal|abnormality of urine quantity or quality|diabetes insipidus,
1563,renal|disorder of acid base|respiratory alkalosis|anxiety related,"276.3, E87.3"
1564,renal|disorder of kidney|chronic kidney disease|Stage 1 (GFR >90),"585.1, N18.1"
1565,renal|disorder of kidney|chronic kidney disease|Stage 5 (GFR <14),"585.5, N18.5"
1566,renal|electrolyte imbalance|hypernatremia|due to volume depletion,"276.0, E87.0"
1567,surgery|acute cardiac problems|chest pain|r/o myocardial ischemia,
1568,surgery|acute cardiac problems|chest pain|r/o pericardial disease,
1569,surgery|altered mental status / pain|dementia|Alzheimer's disease,"331.0, 294.10, F02.8, G30.9"
1570,surgery|cardiac surgery|hemorrhage|mediastinal drainage excessive,"998.11, T88"
1571,surgery|cardiac surgery|low cardiac output state|LV assist device,"997.1, I97.89"
1572,surgery|cardiac surgery|low cardiac output state|RV assist device,"997.1, I97.89"
1573,surgery|general surgery postop issues|hemorrhage|wound hemorrhage,"998.11, I97.89"
1574,surgery|general surgery postop issues|viscus perforation|duodenal,"537.9, K31.9"
1575,surgery|infections|lower urinary tract infection|likely bacterial,"595.9, N30.9"
1576,surgery|respiratory failure|pulmonary aspiration|gastric contents,"507.0, J69.0"
1577,transplant|s/p kidney transplant|hyperkalemia - kidney transplant,"996.81, T86.10"
1578,transplant|s/p kidney transplant|hypertension - kidney transplant,"996.81, T86.10"
1579,burns/trauma|burns|third degree burn injury|< 10 % of body surface,946.3
1580,burns/trauma|trauma - CNS|fracture of skull|vault|closed|depressed,
1581,burns/trauma|trauma - chest|cardiac injury - blunt|valvular injury,861.00
1582,"burns/trauma|trauma - skeletal|swollen extremity, etiology unknown",
1583,burns/trauma|trauma - skeletal|traumatic injury to major vessel(s),
1584,"cardiovascular|arrhythmias|AV block|pacemaker in place, not pacing",
1585,cardiovascular|arrhythmias|atrial flutter|with variable conduction,"427.32, I48.1"
1586,cardiovascular|cardiac surgery|valve replacement < 7days|tricuspid,
1587,cardiovascular|chest pain / ASHD|chest pain|r/o pulmonary embolism,
1588,cardiovascular|pericardial diseases|pericardial effusion|bacterial,"423.9, I31.9"
1589,cardiovascular|pericardial diseases|pericardial effusion|malignant,"423.9, I31.9"
1590,cardiovascular|post vascular surgery|s/p aneurysm resection/repair,
1591,cardiovascular|shock / hypotension|hypotension / pressor dependent,
1592,cardiovascular|valvular disease|valvular insufficiency|compensated,
1593,cardiovascular|valvular disease|valvular stenosis|aortic|rheumatic,"395.1, I06.1"
1594,cardiovascular|vascular disorders|DVT|related to vascular catheter,"451.9, I80.9"
1595,endocrine|fluids and electrolytes|hypomagnesemia|due to Etoh abuse,"275.2, E83.42"
1596,endocrine|glucose metabolism|diabetes mellitus|Type I|uncontrolled,"250.03, E10.65"
1597,gastrointestinal|GI bleeding / PUD|upper GI bleeding|mallory-weiss,"530.7, K92.2"
1598,gastrointestinal|abdominal/ general|abdominal compartment syndrome,M79.A3
1599,gastrointestinal|intestinal disease|enteritis|C. difficile colitis,"008.45, A04.7"
1600,general|abnormal nonspecific findings|abnormal find-body structure,
1601,hematology|coagulation disorders|DVT|radiographically demonstrated,"451.9, I80.9"
1602,infectious diseases|CNS infections|encephalitis|etiology undefined,"323.9, G04.90"
1603,infectious diseases|GI infections|intra-abdominal abscess|pancreas,"577.0, K65.1"
1604,infectious diseases|chest/pulmonary infections|bacterial infection,
1605,infectious diseases|chest/pulmonary infections|lung abscess|fungal,"513.0, J85.2"
1606,infectious diseases|chest/pulmonary infections|purulent bronchitis,"490, J40"
1607,infectious diseases|systemic/other infections|AIDS|cd4 = 100 - 200,"042, B20"
1608,infectious diseases|systemic/other infections|toxic shock syndrome,"040.82, A48.3"
1609,neurologic|altered mental status / pain|dementia|vascular dementia,"290.40, F01.5"
1610,neurologic|altered mental status / pain|encephalopathy|post-anoxic,"348.1, G93.1"
1611,neurologic|disorders of vasculature|intracranial venous thrombosis,"437.6, I67.6"
1612,neurologic|infectious disease of nervous system|encephalitis|viral,"049.9, A86"
1613,neurologic|neuromuscular disorders|myopathy|malignant hyperthermia,"359.89, G72.89"
1614,neurologic|post-neurosurgery|post craniotomy|for aneurysm|ruptured,
1615,neurologic|seizures|seizures|partial with secondary generalization,G40.1
1616,neurologic|trauma - CNS|intracranial injury|with epidural hematoma,"852.40, S06.4"
1617,neurologic|trauma - CNS|intracranial injury|with subdural hematoma,"852.20, S06.5"
1618,"oncology|skin, muscle and skeletal tumors|bone tumors|osteosarcoma","170.9, C41.9"
